EpisodeId,EpisodeStartDate,EpisodeEndDate,EpisodeStatus,EpisodeSignalCount,EpisodeDuplicateSignals,EpisodeLastSignalDate,EpisodeObservedLegs,EpisodeObservedOrderTypes,EpisodeIsActive,SnapshotAsOfET,DataBarDate,SnapshotSchemaVersion,ScanSession,ScanAfterOpen,SnapshotTimingSource,Ticker,SignalEngineVersion,TradePlanVersion,PlanMeasurementVersion,ConfigHash,UniverseVersion,CandidateLeg,SelectedLeg,LegScoreRaw,LegAnchor,LegAnchorPrice,VetoReason,OrderType,PlanSelectedLeg,PlanAnchor,PlanAnchorPrice,TriggerPrice,PlanEntryLow,PlanEntryHigh,PlanStopLoss,PlanValidDays,PlanTimeExitDays,PlanStopType,PlanExitRule,PlanEarliestEntryDate,PlanReason,PriorityPreTheme,PriorityPostTheme,ThemeScore,CrossedThresholdDueToTheme,EnteredTop10DueToTheme,PreGapPct,PreGapStatus,MarketBias,VixLevel,SpyGapPct,QqqGapPct,BreadthPct,SmallCapWeak,V13MeasurementVersion,V13MeasurementStatus,V13Filled,V13FillDate,V13FillPrice,V13ExitDate,V13ExitPrice,V13ExitReason,V13Ambiguous,V13RLower,V13RUpper,V13MarkR,V13MFER,V13MAER,D20TotalReturnPct,D40TotalReturnPct,D60TotalReturnPct,V13DividendsPerInitialShare,V13EndingSplitFactor,V13BarsObserved,V13EntryWindowComplete,V13EntryWindowEndDate,V13LifecycleEndDate,V13MeasurementReason
ep-8a42641e3f44554d,2026-07-28,2026-08-03,completed,1,0,2026-07-28,consolidation_dip,buy_limit_zone,0,2026-07-28T09:01:51.019124-04:00,2026-07-27,v1.3.3,premarket,0.0,xnys,XEL,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,79.47,,buy_limit_zone,consolidation_dip,ma60,79.47,80.29,79.47,80.29,77.02,5.0,40.0,intraday,initial_stop_or_d40_close,2026-07-28,pullback_limit_inside_ma60_zone,10.0,13.0,3.0,0.0,0.0,,stale_quote,neutral,18.600000381469727,0.09,-0.72,0.4848,0.0,v1.3.1-shadow,completed,1,2026-07-28,80.29,2026-08-03,77.02,initial_stop,0,-1.0,-1.0,,0.6972,-1.0306,,,,0.0,1.0,9,1,2026-08-03,2026-08-03,
ep-5042b669475102dc,2026-07-28,,open,3,2,2026-08-03,consolidation_dip|healthy_pullback,buy_limit_zone,1,2026-07-28T09:01:51.019124-04:00,2026-07-27,v1.3.3,premarket,0.0,xnys,ZS,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,143.43,,buy_limit_zone,consolidation_dip,ma60,143.43,147.21,143.43,147.21,132.1,5.0,40.0,intraday,initial_stop_or_d40_close,2026-07-28,pullback_limit_inside_ma60_zone,11.0,11.0,0.0,0.0,0.0,1.49,available,neutral,18.600000381469727,0.09,-0.72,0.4848,0.0,v1.3.1-shadow,open,1,2026-07-28,147.1,,,,0,,,1.4387,1.5117,-0.29,,,,0.0,1.0,9,1,2026-08-03,,
ep-64c8c3999a6b4b7c,2026-07-29,2026-07-31,unfilled,1,0,2026-07-29,healthy_pullback,buy_limit_zone,0,2026-07-29T09:02:07.293760-04:00,2026-07-28,v1.3.3,premarket,0.0,xnys,GEHC,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,63.53,,buy_limit_zone,healthy_pullback,ma20,63.53,64.56,63.53,64.56,60.44,3.0,40.0,intraday,initial_stop_or_d40_close,2026-07-29,pullback_limit_uses_ma20_anchor,5.0,5.0,0.0,0.0,0.0,8.83,available,neutral,18.65999984741211,-0.05,-0.04,0.5354,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,,,,0.0,1.0,8,1,2026-07-31,2026-07-31,entry_not_reached
ep-42bd5ed47e5b2297,2026-07-29,,open,2,1,2026-08-03,consolidation_dip|healthy_pullback,buy_limit_zone,1,2026-07-29T09:02:07.293760-04:00,2026-07-28,v1.3.3,premarket,0.0,xnys,INTU,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,311.55,,buy_limit_zone,healthy_pullback,ma60,311.55,318.45,311.55,318.45,290.86,3.0,40.0,intraday,initial_stop_or_d40_close,2026-07-29,pullback_limit_uses_ma60_anchor,6.0,6.0,0.0,0.0,0.0,0.24,available,neutral,18.65999984741211,-0.05,-0.04,0.5354,0.0,v1.3.1-shadow,open,1,2026-07-29,313.46,,,,0,,,0.5217,1.0389,-0.4274,,,,0.0,1.0,8,1,2026-07-31,,
ep-d757db5cd1219942,2026-07-29,2026-08-07,completed,4,3,2026-08-05,healthy_pullback,buy_limit_zone,0,2026-07-29T09:02:07.293760-04:00,2026-07-28,v1.3.3,premarket,0.0,xnys,KDP,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,31.07,,buy_limit_zone,healthy_pullback,ma20,31.07,31.52,31.07,31.52,29.72,3.0,40.0,intraday,initial_stop_or_d40_close,2026-07-29,pullback_limit_uses_ma20_anchor,5.0,5.0,0.0,0.0,0.0,0.31,available,neutral,18.65999984741211,-0.05,-0.04,0.5354,0.0,v1.3.1-shadow,completed,1,2026-07-29,30.96,2026-08-07,29.72,initial_stop,0,-1.0,-1.0,,1.7581,-1.2177,,,,0.0,1.0,8,1,2026-07-31,2026-08-07,
ep-6b3477ee8d7c9a8e,2026-07-29,2026-08-03,completed,1,0,2026-07-29,healthy_pullback,buy_limit_zone,0,2026-07-29T09:02:07.293760-04:00,2026-07-28,v1.3.3,premarket,0.0,xnys,MAR,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,373.43,,buy_limit_zone,healthy_pullback,ma60,373.43,377.63,373.43,377.63,360.82,3.0,40.0,intraday,initial_stop_or_d40_close,2026-07-29,pullback_limit_uses_ma60_anchor,5.0,5.0,0.0,0.0,0.0,-0.38,available,neutral,18.65999984741211,-0.05,-0.04,0.5354,0.0,v1.3.1-shadow,completed,1,2026-07-29,377.25,2026-08-03,359.44,gap_through_stop,0,-1.084,-1.084,,0.3658,-2.0158,,,,0.0,1.0,8,1,2026-07-31,2026-08-03,
ep-a3f26df8894fc7f4,2026-07-30,2026-08-05,unfilled,1,0,2026-07-30,consolidation_dip,buy_limit_zone,0,2026-07-30T09:01:38.481618-04:00,2026-07-29,v1.3.3,premarket,0.0,xnys,CRWD,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,172.01,,buy_limit_zone,consolidation_dip,ma60,172.01,177.36,172.01,177.36,155.95,5.0,40.0,intraday,initial_stop_or_d40_close,2026-07-30,pullback_limit_inside_ma60_zone,11.0,11.0,0.0,0.0,0.0,1.32,available,bull,19.1200008392334,0.73,1.8,0.5253,1.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,,,,0.0,1.0,7,1,2026-08-05,2026-08-05,entry_not_reached
ep-4ed44cc8d7493a64,2026-07-30,,open,2,1,2026-07-31,healthy_pullback,buy_limit_zone,1,2026-07-30T09:01:38.481618-04:00,2026-07-29,v1.3.3,premarket,0.0,xnys,SBUX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,102.84,,buy_limit_zone,healthy_pullback,ma60,102.84,104.24,102.84,104.24,98.63,3.0,40.0,intraday,initial_stop_or_d40_close,2026-07-30,pullback_limit_uses_ma60_anchor,5.0,8.0,3.0,1.0,1.0,4.67,available,bull,19.1200008392334,0.73,1.8,0.5253,1.0,v1.3.1-shadow,open,1,2026-07-30,104.24,,,,0,,,0.2389,0.7522,-0.4349,,,,0.0,1.0,7,1,2026-08-03,,
ep-434cf1573fcce821,2026-07-30,,open,2,1,2026-08-06,healthy_pullback,buy_limit_zone,1,2026-07-30T09:01:38.481618-04:00,2026-07-29,v1.3.3,premarket,0.0,xnys,WMT,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,112.06,,buy_limit_zone,healthy_pullback,ma20,112.06,113.38,112.06,113.38,108.09,3.0,40.0,intraday,initial_stop_or_d40_close,2026-07-30,pullback_limit_uses_ma20_anchor,5.0,8.0,3.0,1.0,1.0,-1.37,available,bull,19.1200008392334,0.73,1.8,0.5253,1.0,v1.3.1-shadow,open,1,2026-07-30,111.61,,,,0,,,0.0682,0.8381,-0.8665,,,,0.0,1.0,7,1,2026-08-03,,
ep-95a61f0451ec054e,2026-07-31,2026-08-06,unfilled,1,0,2026-07-31,oversold_bounce,buy_stop_reclaim,0,2026-07-31T09:01:53.306368-04:00,2026-07-30,v1.3.3,premarket,0.0,xnys,NXPI,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,oversold_bounce,oversold_bounce,7.0,previous_high,251.04,,buy_stop_reclaim,oversold_bounce,previous_high,251.04,252.27,252.27,255.33,226.78,5.0,40.0,intraday,initial_stop_or_d40_close,2026-07-31,oversold_requires_break_above_signal_bar_high,8.0,11.0,3.0,0.0,0.0,1.75,available,neutral,17.25,0.19,0.87,0.5354,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,,,,0.0,1.0,6,1,2026-08-06,2026-08-06,entry_not_reached
ep-4fda41866dc364dd,2026-07-31,,open,4,3,2026-08-07,healthy_pullback,buy_limit_zone,1,2026-07-31T09:01:53.306368-04:00,2026-07-30,v1.3.3,premarket,0.0,xnys,STX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,841.24,,buy_limit_zone,healthy_pullback,ma20,841.24,880.6,841.24,880.6,723.17,3.0,40.0,intraday,initial_stop_or_d40_close,2026-07-31,pullback_limit_uses_ma20_anchor,7.0,10.0,3.0,0.0,0.0,3.91,available,neutral,17.25,0.19,0.87,0.5354,0.0,v1.3.1-shadow,open,1,2026-07-31,880.6,,,,0,,,-0.4309,0.2616,-0.7546,,,,0.0,1.0,6,1,2026-08-04,,
ep-834adf8b16b3b525,2026-07-31,,open,2,1,2026-08-03,oversold_bounce,buy_stop_reclaim,1,2026-07-31T09:01:53.306368-04:00,2026-07-30,v1.3.3,premarket,0.0,xnys,TSLA,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,oversold_bounce,oversold_bounce,8.0,previous_high,310.87,,buy_stop_reclaim,oversold_bounce,previous_high,310.87,312.48,312.48,316.52,284.63,5.0,40.0,intraday,initial_stop_or_d40_close,2026-07-31,oversold_requires_break_above_signal_bar_high,9.0,9.0,0.0,0.0,0.0,0.24,available,neutral,17.25,0.19,0.87,0.5354,0.0,v1.3.1-shadow,open,1,2026-07-31,312.48,,,,0,,,0.5781,0.763,-0.3774,,,,0.0,1.0,6,1,2026-08-06,,
ep-7d14b95b32041623,2026-07-31,2026-08-06,completed,2,1,2026-08-03,healthy_pullback,buy_limit_zone,0,2026-07-31T09:01:53.306368-04:00,2026-07-30,v1.3.3,premarket,0.0,xnys,WDC,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,528.17,,buy_limit_zone,healthy_pullback,ma20,528.17,554.02,528.17,554.02,450.63,3.0,40.0,intraday,initial_stop_or_d40_close,2026-07-31,pullback_limit_uses_ma20_anchor,7.0,10.0,3.0,0.0,0.0,4.73,available,neutral,17.25,0.19,0.87,0.5354,0.0,v1.3.1-shadow,completed,1,2026-07-31,554.02,2026-08-06,428.89,gap_through_stop,0,-1.2103,-1.2103,,0.2513,-1.4174,,,,0.0,1.0,6,1,2026-08-04,2026-08-06,
ep-a3214126c6eb2138,2026-08-03,,open,2,1,2026-08-04,oversold_bounce,buy_stop_reclaim,1,2026-08-03T09:01:34.440502-04:00,2026-07-31,v1.3.3,premarket,0.0,xnys,ALNY,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,oversold_bounce,oversold_bounce,7.0,previous_high,207.99,,buy_stop_reclaim,oversold_bounce,previous_high,207.99,209.92,209.92,214.74,176.59,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-03,oversold_requires_break_above_signal_bar_high,10.0,10.0,0.0,0.0,0.0,1.45,available,neutral,15.9399995803833,0.56,0.23,0.5556,0.0,v1.3.1-shadow,open,1,2026-08-03,209.92,,,,0,,,0.2784,0.7225,-0.0564,,,,0.0,1.0,5,1,2026-08-07,,
ep-5f3829a57f5504ec,2026-08-03,,open,2,1,2026-08-04,consolidation_dip,buy_limit_zone|buy_stop_reclaim,1,2026-08-03T09:01:34.440502-04:00,2026-07-31,v1.3.3,premarket,0.0,xnys,CEG,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,267.13,,buy_stop_reclaim,consolidation_dip,ma60,267.13,267.13,267.13,271.52,253.95,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-03,price_below_ma60_wait_for_reclaim,13.0,16.0,3.0,0.0,0.0,0.48,available,neutral,15.9399995803833,0.56,0.23,0.5556,0.0,v1.3.1-shadow,open,1,2026-08-03,267.13,,,,0,,,0.2094,0.9765,-0.4898,,,,0.0,1.0,5,1,2026-08-07,,
ep-20920f759cad1e65,2026-08-03,,open,2,1,2026-08-05,healthy_pullback,buy_limit_zone,1,2026-08-03T09:01:34.440502-04:00,2026-07-31,v1.3.3,premarket,0.0,xnys,EXC,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,45.78,,buy_limit_zone,healthy_pullback,ma60,45.78,46.3,45.78,46.3,44.21,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-03,pullback_limit_uses_ma60_anchor,5.0,8.0,3.0,1.0,1.0,,stale_quote,neutral,15.9399995803833,0.56,0.23,0.5556,0.0,v1.3.1-shadow,open,1,2026-08-03,45.88,,,,0,,,-0.1617,0.2335,-0.6587,,,,0.0,1.0,5,1,2026-08-05,,
ep-99f6392a6d10b57d,2026-08-03,,open,1,0,2026-08-03,healthy_pullback,buy_limit_zone,1,2026-08-03T09:01:34.440502-04:00,2026-07-31,v1.3.3,premarket,0.0,xnys,FAST,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,46.36,,buy_limit_zone,healthy_pullback,ma20,46.36,47.07,46.36,47.07,44.22,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-03,pullback_limit_uses_ma20_anchor,6.0,6.0,0.0,0.0,0.0,2.1,available,neutral,15.9399995803833,0.56,0.23,0.5556,0.0,v1.3.1-shadow,open,1,2026-08-04,47.07,,,,0,,,1.6737,1.6947,-0.0316,,,,0.0,1.0,5,1,2026-08-05,,
ep-719858c9d2a08408,2026-08-03,2026-08-05,unfilled,2,1,2026-08-04,healthy_pullback,buy_limit_zone,0,2026-08-03T09:01:34.440502-04:00,2026-07-31,v1.3.3,premarket,0.0,xnys,GOOGL,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,348.05,,buy_limit_zone,healthy_pullback,ma20,348.05,354.09,348.05,354.09,329.92,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-03,pullback_limit_uses_ma20_anchor,6.0,6.0,0.0,0.0,0.0,2.02,available,neutral,15.9399995803833,0.56,0.23,0.5556,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,,,,0.0,1.0,5,1,2026-08-05,2026-08-05,entry_not_reached
ep-6e1600bc9e81d050,2026-08-03,2026-08-07,unfilled,1,0,2026-08-03,consolidation_dip,buy_limit_zone,0,2026-08-03T09:01:34.440502-04:00,2026-07-31,v1.3.3,premarket,0.0,xnys,PDD,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,86.46,,buy_limit_zone,consolidation_dip,ma60,86.46,87.62,86.46,87.62,82.98,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-03,pullback_limit_inside_ma60_zone,11.0,11.0,0.0,0.0,0.0,0.95,available,neutral,15.9399995803833,0.56,0.23,0.5556,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,,,,0.0,1.0,5,1,2026-08-07,2026-08-07,entry_not_reached
ep-2c22f3b3dbe824b5,2026-08-04,,open,1,0,2026-08-04,healthy_pullback,buy_limit_zone,1,2026-08-04T09:01:26.767245-04:00,2026-08-03,v1.3.3,premarket,0.0,xnys,ISRG,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,372.55,,buy_limit_zone,healthy_pullback,ma20,372.55,380.67,372.55,380.67,348.19,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-04,pullback_limit_uses_ma20_anchor,6.0,6.0,0.0,0.0,0.0,-0.48,available,neutral,15.600000381469728,0.3,1.03,0.5758,0.0,v1.3.1-shadow,open,1,2026-08-04,376.31,,,,0,,,0.0889,0.1277,-0.4285,,,,0.0,1.0,4,1,2026-08-06,,
ep-a0eec514494b1da0,2026-08-04,2026-08-06,unfilled,3,2,2026-08-06,consolidation_dip|healthy_pullback,buy_limit_zone|buy_stop_reclaim,0,2026-08-04T09:01:26.767245-04:00,2026-08-03,v1.3.3,premarket,0.0,xnys,LITE,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,747.53,,buy_limit_zone,healthy_pullback,ma20,747.53,786.07,747.53,786.07,631.91,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-04,pullback_limit_uses_ma20_anchor,8.0,8.0,0.0,0.0,0.0,11.82,available,neutral,15.600000381469728,0.3,1.03,0.5758,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,,,,0.0,1.0,4,1,2026-08-06,2026-08-06,entry_not_reached
ep-bd8ac26b55c62c3e,2026-08-04,2026-08-06,unfilled,2,1,2026-08-05,healthy_pullback,buy_limit_zone,0,2026-08-04T09:01:26.767245-04:00,2026-08-03,v1.3.3,premarket,0.0,xnys,NVDA,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,203.85,,buy_limit_zone,healthy_pullback,ma20,203.85,207.86,203.85,207.86,191.81,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-04,pullback_limit_uses_ma20_anchor,8.0,11.0,3.0,0.0,0.0,1.57,available,neutral,15.600000381469728,0.3,1.03,0.5758,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,,,,0.0,1.0,4,1,2026-08-06,2026-08-06,entry_not_reached
ep-b4cd4ed980dc0384,2026-08-05,,open,3,2,2026-08-07,healthy_pullback,buy_limit_zone,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,AAPL,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,307.71,,buy_limit_zone,healthy_pullback,ma60,307.71,312.54,307.71,312.54,293.23,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma60_anchor,6.0,6.0,0.0,0.0,0.0,-0.3,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,309.36,,,,0,,,0.2461,0.4296,-0.2288,,,,0.0,1.0,3,1,2026-08-07,,
ep-74aebc17f7309f7b,2026-08-05,,open,1,0,2026-08-05,healthy_pullback,buy_limit_zone,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,ADI,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,378.09,,buy_limit_zone,healthy_pullback,ma20,378.09,385.13,378.09,385.13,356.96,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,7.0,10.0,3.0,0.0,0.0,-0.0,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,379.49,,,,0,,,0.4634,0.5641,-0.2881,,,,0.0,1.0,3,1,2026-08-07,,
ep-57be1230653eb28f,2026-08-05,,open,3,2,2026-08-07,consolidation_dip|healthy_pullback,buy_limit_zone|buy_stop_reclaim,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,AMAT,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,542.5,,buy_limit_zone,healthy_pullback,ma20,542.5,562.46,542.5,562.46,482.61,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,0.0,-1.14,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,544.51,,,,0,,,-0.0868,0.1546,-0.5405,,,,0.0,1.0,3,1,2026-08-07,,
ep-73c5e77105ca433d,2026-08-05,,open,1,0,2026-08-05,healthy_pullback,buy_limit_zone,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,AMD,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,511.81,,buy_limit_zone,healthy_pullback,ma20,511.81,531.51,511.81,531.51,452.71,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,7.0,10.0,3.0,0.0,0.0,-7.64,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,484.5,,,,0,,,-0.0359,0.5505,-0.4718,,,,0.0,1.0,3,1,2026-08-07,,
ep-7c0a33d92afde1ac,2026-08-05,,open,2,1,2026-08-07,consolidation_dip|healthy_pullback,buy_limit_zone|buy_stop_reclaim,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,ARM,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,273.02,,buy_limit_zone,healthy_pullback,ma20,273.02,285.46,273.02,285.46,235.71,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,1.0,-1.8,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,274.56,,,,0,,,0.2062,0.6364,-0.1977,,,,0.0,1.0,3,1,2026-08-07,,
ep-b4a16c890c3b5bd6,2026-08-05,,open,2,1,2026-08-06,healthy_pullback,buy_limit_zone,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,INTC,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,98.46,,buy_limit_zone,healthy_pullback,ma20,98.46,102.34,98.46,102.34,86.82,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,0.0,-2.44,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,99.3,,,,0,,,0.1883,0.3494,-0.2965,,,,0.0,1.0,3,1,2026-08-07,,
ep-3d8f1957607c8321,2026-08-05,,open,1,0,2026-08-05,healthy_pullback,buy_limit_zone,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,LRCX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,313.6,,buy_limit_zone,healthy_pullback,ma20,313.6,326.18,313.6,326.18,275.85,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,1.0,-1.17,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,318.54,,,,0,,,-0.1684,0.1195,-0.583,,,,0.0,1.0,3,1,2026-08-07,,
ep-38f15a058e1853c4,2026-08-05,,open,1,0,2026-08-05,healthy_pullback,buy_limit_zone,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,MDLZ,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,60.77,,buy_limit_zone,healthy_pullback,ma20,60.77,61.65,60.77,61.65,58.14,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,5.0,8.0,3.0,1.0,0.0,1.08,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,61.65,,,,0,,,0.2735,0.6325,-0.0798,,,,0.0,1.0,3,1,2026-08-07,,
ep-db9385e0508ba51e,2026-08-05,,open,1,0,2026-08-05,healthy_pullback,buy_limit_zone,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,MNST,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,92.56,,buy_limit_zone,healthy_pullback,ma60,92.56,93.68,92.56,93.68,89.2,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma60_anchor,6.0,9.0,3.0,1.0,1.0,2.46,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-06,93.68,,,,0,,,-0.7411,0.3393,-0.933,,,,0.0,1.0,3,1,2026-08-07,,
ep-ce6b6311913b91bb,2026-08-05,,open,1,0,2026-08-05,healthy_pullback,buy_limit_zone,1,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,NFLX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,72.04,,buy_limit_zone,healthy_pullback,ma20,72.04,73.3,72.04,73.3,68.27,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,0.0,1.6,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,open,1,2026-08-05,73.3,,,,0,,,0.167,0.3976,-0.0437,,,,0.0,1.0,3,1,2026-08-07,,
