SnapshotSchemaVersion,SnapshotRecordType,SnapshotRunStatus,SnapshotErrorType,SnapshotErrorMessage,UniverseExpectedCount,UniverseDisposition,UniverseExclusionReason,DollarVolumeMedian20,Ticker,Price,MA20,MA60,VolRatio,Support,Resistance,Position,Status,Priority,Score,PriorityPreTheme,PriorityPostTheme,ScorePreTheme,RankScore,RevenueScore,ThemeScore,EligiblePreTheme,EligiblePostTheme,CrossedThresholdDueToTheme,EnteredTop10DueToTheme,ConsecDays,DistMA60Pct,DistTag,EntryLow,EntryHigh,StopLoss,ATR,ATR_Pct,DistDirection,DistATRMult,YoY,PreGapPct,PreGapStatus,PreMarketPrice,PreMarketQuoteTimeET,PreGapReferencePrice,PreGapReferenceDate,PreGapReferenceBasis,PreGapDefinitionVersion,SignalEngineVersion,MeasurementVersion,GitCommitSha,ConfigHash,UniverseVersion,SnapshotAsOfET,DataBarDate,ScanSession,ScanAfterOpen,SnapshotTimingSource,CandidateLeg,SelectedLeg,LegScoreRaw,LegAnchor,LegAnchorPrice,VetoReason,MarketBias,VixLevel,SpyPrice,SpyPrevClose,SpyGapPct,QqqPrice,QqqPrevClose,QqqGapPct,EsFuturesPct,NqFuturesPct,BreadthPct,SmallCapWeak,RSI,VolDry,NearMA60,Oversold,RsiTurnUp,HoldMA,SetupType,DiagnosticSetupTypeV1,TradePlanStatus,TradePlanVersion,PlanMeasurementVersion,PlanSelectedLeg,OrderType,PlanAnchor,PlanAnchorPrice,TriggerPrice,PlanEntryLow,PlanEntryHigh,PlanStopLoss,PlanValidDays,PlanTimeExitDays,PlanStopType,PlanExitRule,PlanEarliestEntryDate,PlanReason
v1.3.3,data,ok,,,99,processed,,3938384566.31,LITE,868.9500122070312,879.37,825.82,0.67,825.82,970.32,consolidate,📐 盤整甜點位｜量縮低接 | 🚀 季營收爆量+50%(+90.1%) | 💾 記憶體儲存共振,16.0,16.67,13.0,16.0,13.67,16.67,3.0,3.0,1.0,1.0,0.0,0.0,0.0,5.2,🎯 甜點價,825.82,864.2,753.82,76.75,8.8,up,0.56,0.9012,-1.03,available,860.0,2026-09-02T08:59:14-04:00,868.9500122070312,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,825.82,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,50.8,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,825.82,864.2,825.82,864.2,710.69,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,26404985270.5,MU,933.4400024414062,929.37,959.1,0.59,959.1,969.44,consolidate,📐 盤整甜點位｜量縮低接 | 🚀 季營收爆量+50%(+345.7%) | 💾 記憶體儲存共振,16.0,16.59,13.0,16.0,13.59,16.59,3.0,3.0,1.0,1.0,0.0,0.0,0.0,-2.7,🎯 甜點價,959.1,984.51,857.2,50.83,5.4,down,0.5,3.4572,-0.2,available,931.6,2026-09-02T09:00:49-04:00,933.4400024414062,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,959.1,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,50.4,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_stop_reclaim,ma60,959.1,959.1,959.1,984.51,882.86,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,price_below_ma60_wait_for_reclaim
v1.3.3,data,ok,,,99,processed,,8645268039.25,AMZN,254.9199981689453,264.55,250.58,0.68,250.58,267.56,consolidate,📐 盤整甜點位｜量縮低接 | 📈 季營收成長+10%(+16.6%) | 🏛️ 超大型權值共振,14.0,14.68,11.0,14.0,11.68,14.68,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.7,🎯 甜點價,250.58,253.69,245.59,6.22,2.4,up,0.7,0.1661,-0.28,available,254.2,2026-09-02T09:00:32-04:00,254.9199981689453,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,250.58,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,46.3,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,250.58,253.69,250.58,253.69,241.25,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,580490451.23,PYPL,52.400001525878906,59.41,52.18,0.65,52.18,62.31,consolidate,📐 盤整甜點位｜量縮低接,10.0,10.65,10.0,10.0,10.65,10.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4,🎯 甜點價,52.18,53.09,49.67,1.82,3.5,up,0.12,0.0475,0.82,available,52.83,2026-09-02T08:59:31-04:00,52.400001525878906,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,52.18,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,32.3,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,52.18,53.09,52.18,53.09,49.45,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,366911512.43,KDP,31.88999938964844,31.04,31.16,0.57,31.16,32.51,consolidate,📐 盤整甜點位｜量縮低接,10.0,10.57,10.0,10.0,10.57,10.57,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.3,🎯 甜點價,31.16,31.62,30.52,0.91,2.9,up,0.8,0.0938,1.13,available,32.25,2026-09-02T08:33:19-04:00,31.88999938964844,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,31.16,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,55.9,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,31.16,31.62,31.16,31.62,29.79,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,8284755916.09,META,578.5399780273438,574.4,589.88,0.9,589.88,593.34,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 📈 季營收成長+10%(+28.0%) | 🏛️ 超大型權值共振,9.0,9.9,6.0,9.0,6.9,9.9,1.0,3.0,0.0,1.0,1.0,1.0,0.0,-1.9,🎯 甜點價,589.88,598.88,551.54,18.0,3.1,down,0.63,0.2796,-0.39,available,576.3,2026-09-02T09:00:37-04:00,578.5399780273438,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,healthy_pullback,healthy_pullback,5.0,ma20,574.4,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,49.9,0.0,1.0,0.0,0.0,1.0,none,none,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,healthy_pullback,buy_limit_zone,ma20,574.4,583.4,574.4,583.4,547.4,3.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,pullback_limit_uses_ma20_anchor
v1.3.3,data,ok,,,99,processed,,339278236.73,FANG,203.16000366210935,200.74,192.76,1.02,192.76,205.0,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 🚀 季營收爆量+50%(+51.3%),8.0,9.02,8.0,8.0,9.02,9.02,3.0,0.0,1.0,1.0,0.0,0.0,0.0,5.4,📍 偏離待回 ↑,195.56,201.15,189.69,5.59,2.8,up,1.86,0.5133,-1.06,available,201.01,2026-09-02T08:52:01-04:00,203.16000366210935,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,healthy_pullback,healthy_pullback,5.0,ma20,200.74,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,54.3,0.0,1.0,0.0,0.0,1.0,none,none,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,healthy_pullback,buy_limit_zone,ma20,200.74,203.54,200.74,203.54,192.35,3.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,pullback_limit_uses_ma20_anchor
v1.3.3,data,ok,,,99,processed,,687930177.93,CEG,280.3099975585937,274.08,263.4,0.75,263.4,285.26,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 📈 季營收成長+10%(+23.0%),6.0,6.75,6.0,6.0,6.75,6.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,📍 偏離待回 ↑,268.1,277.5,260.06,9.4,3.4,up,1.8,0.23,-0.21,available,279.73,2026-09-02T08:57:48-04:00,280.3099975585937,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,healthy_pullback,healthy_pullback,5.0,ma20,274.08,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,57.1,0.0,1.0,0.0,0.0,1.0,none,none,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,healthy_pullback,buy_limit_zone,ma20,274.08,278.78,274.08,278.78,259.98,3.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,pullback_limit_uses_ma20_anchor
v1.3.3,data,ok,,,99,processed,,724333100.04,TMUS,182.16000366210935,179.14,180.53,0.73,180.53,183.62,consolidate,🌤️ 守均線拉回｜回測MA60不破,5.0,5.73,5.0,5.0,5.73,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,🎯 甜點價,180.53,182.67,175.75,4.27,2.3,up,0.38,0.0785,0.13,available,182.39,2026-09-02T08:58:12-04:00,182.16000366210935,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,healthy_pullback,healthy_pullback,5.0,ma60,180.53,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,53.4,0.0,1.0,0.0,0.0,1.0,none,none,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,healthy_pullback,buy_limit_zone,ma60,180.53,182.67,180.53,182.67,174.12,3.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,pullback_limit_uses_ma60_anchor
v1.3.3,data,ok,,,99,processed,,379461686.79,ALNY,246.1100006103516,230.04,265.91,1.34,265.91,248.13,consolidate,🔥 靈魂吸籌(觀察標記) | 🚀 季營收爆量+50%(+66.9%),3.0,4.34,3.0,3.0,4.34,4.34,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.4,⚠️ 已偏離,0.0,0.0,232.17,9.29,3.8,down,2.13,0.6686,0.03,available,246.19,2026-09-02T08:53:12-04:00,246.1100006103516,2026-09-01,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,ffe30a79f8c95cd136cea712d4da69bd1fd47270,8142e595d788ac06,ndx-99-78834e47b659,2026-09-02T09:01:41.941766-04:00,2026-09-01,premarket,0,xnys,legacy_accumulation,none,0.0,none,,,neutral,16.200000762939453,761.5688,761.780029296875,-0.03,705.8311,707.6400146484375,-0.26,0.01,-0.24,0.4141,1.0,52.6,0.0,1.0,0.0,0.0,1.0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0.0,40.0,intraday,initial_stop_or_d40_close,2026-09-02,
