Ticker,Price,MA20,MA60,VolRatio,Support,Resistance,Position,Status,Priority,Score,ConsecDays,DistMA60Pct,DistTag,EntryLow,EntryHigh,StopLoss,ATR,ATR_Pct,DistDirection,DistATRMult,YoY,PreGapPct,RSI,VolDry,NearMA60,Oversold,RsiTurnUp,HoldMA,SetupType
ZS,139.6999969482422,143.87,143.11,0.47,143.11,153.3,consolidate,📐 盤整甜點位｜量縮低接 | 📈 季營收成長+10%(+25.4%),11,11.47,0,-2.4,🎯 甜點價,143.11,147.0,128.03,7.78,5.6,down,0.44,0.2543,,47.0,1,1,0,0,0,consolidation_dip
TTWO,230.25,243.83,230.97,0.61,230.97,243.83,consolidate,📐 盤整甜點位｜量縮低接,10,10.61,0,-0.3,🎯 甜點價,230.97,234.39,219.99,6.84,3.0,down,0.11,0.0615,,42.0,1,1,0,0,0,consolidation_dip
TRI,85.69000244140625,89.25,86.75,0.61,86.75,100.85,consolidate,📐 盤整甜點位｜量縮低接,10,10.61,0,-1.2,🎯 甜點價,86.75,88.88,79.3,4.26,5.0,down,0.25,0.0984,,45.2,1,1,0,0,0,consolidation_dip
KLAC,218.72999572753903,234.45,213.18,0.76,213.18,234.45,consolidate,🌤️ 守均線拉回｜回測MA60不破 | 📈 季營收成長+10%(+11.5%) | 🔧 半導體設備共振,9,9.76,0,2.6,🎯 甜點價,213.18,222.12,191.91,17.88,8.2,up,0.31,0.1149,,47.1,0,1,0,0,1,none
ASML,1803.0,1802.9,1692.39,0.61,1692.39,1823.88,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 📈 季營收成長+10%(+21.2%) | 🔧 半導體設備共振,9,9.61,0,6.5,📍 偏離待回 ↑,1733.5,1815.73,1704.33,82.22,4.6,up,1.35,0.2125,,52.1,1,1,0,0,1,none
XEL,80.7699966430664,80.23,79.38,1.0,79.38,81.51,consolidate,🌤️ 守均線拉回｜回測MA20不破 | ⚡ AI電力共振,8,9.0,0,1.8,🎯 甜點價,79.38,80.59,77.14,1.6,2.0,up,0.57,0.0294,,55.2,0,1,0,0,1,none
EXC,47.27999877929688,46.79,45.72,0.9,45.72,47.73,consolidate,🌤️ 守均線拉回｜回測MA20不破 | ⚡ AI電力共振,8,8.9,0,3.4,📍 偏離待回 ↑,46.19,47.14,46.14,0.95,2.0,up,1.65,0.0786,,55.8,0,1,0,0,1,none
GILD,130.86000061035156,130.82,129.7,0.89,129.7,140.61,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 🧬 生技共振,8,8.89,0,0.9,🎯 甜點價,129.7,131.68,124.91,3.97,3.0,up,0.29,0.0439,,50.6,0,1,0,0,1,none
FAST,46.150001525878906,46.61,45.48,1.01,45.48,47.1,consolidate,🌤️ 守均線拉回｜回測MA60不破 | 📈 季營收成長+10%(+14.7%),6,7.01,0,1.5,🎯 甜點價,45.48,46.15,44.13,1.35,2.9,up,0.5,0.1474,,50.4,0,1,0,0,1,none
APP,398.8599853515625,475.91,494.59,0.96,494.59,475.91,transition_low,🔎 觀望 | 🚀 季營收爆量+50%(+59.0%),3,3.96,0,-19.4,⚠️ 已偏離,0.0,0.0,353.66,30.13,7.6,down,3.18,0.5897,,32.4,0,0,0,0,0,none
ALNY,268.739990234375,292.1,293.36,0.9,293.36,292.1,transition_low,🔎 觀望 | 🚀 季營收爆量+50%(+96.4%),3,3.9,0,-8.4,📍 偏離待回 ↓,286.15,293.36,251.43,14.43,5.4,down,1.71,0.9643,,36.8,0,0,0,0,0,none
MU,990.2100219726562,990.38,896.05,0.85,896.05,1011.77,consolidate,🔎 觀望 | 🚀 季營收爆量+50%(+345.7%),3,3.85,0,10.5,📍 偏離待回 ↑,934.75,1012.14,897.34,77.4,7.8,up,1.22,3.4572,,52.5,0,0,0,0,1,none
SNDK,1610.3299560546875,1769.66,1656.95,0.78,1656.95,1769.66,consolidate,🔎 觀望 | 🚀 季營收爆量+50%(+251.0%),3,3.78,0,-2.8,🎯 甜點價,1656.95,1755.65,1314.22,197.4,12.3,down,0.24,2.5103,,47.0,0,1,0,0,0,none
LITE,833.6400146484375,784.17,870.13,0.76,870.13,897.0,consolidate,🔎 觀望 | 🚀 季營收爆量+50%(+90.1%),3,3.76,0,-4.2,🎯 甜點價,870.13,903.51,733.49,66.77,8.0,down,0.55,0.9012,,52.8,0,1,0,0,1,none
PLTR,123.37000274658205,127.12,133.06,0.62,133.06,136.62,consolidate,🔎 觀望 | 🚀 季營收爆量+50%(+84.7%),3,3.62,0,-7.3,📍 偏離待回 ↓,129.68,133.06,115.26,6.76,5.5,down,1.43,0.8471,,42.5,1,1,0,0,0,none
GOOGL,317.69000244140625,353.39,368.73,2.11,368.73,359.68,transition_low,🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+21.8%),1,3.11,0,-13.8,⚠️ 已偏離,0.0,0.0,299.66,12.02,3.8,down,4.25,0.2179,,31.0,0,0,0,0,0,none
MCHP,81.3499984741211,86.01,91.84,1.09,91.84,86.01,transition_low,🔎 觀望 | ✨ 季營收強勢+30%(+35.1%),2,3.09,0,-11.4,⚠️ 已偏離,0.0,0.0,74.84,4.34,5.3,down,2.42,0.3511,,41.7,0,0,0,0,0,none
STX,913.3599853515624,878.33,860.15,1.07,860.15,936.49,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+44.1%),2,3.0700000000000003,0,6.2,🎯 甜點價,860.15,898.73,797.61,77.17,8.4,up,0.69,0.4407,,53.5,0,1,0,0,1,none
SNPS,373.5199890136719,425.08,467.16,1.07,467.16,425.08,low,🔎 觀望 | ✨ 季營收強勢+30%(+41.9%),2,3.0700000000000003,0,-20.0,⚠️ 已偏離,0.0,0.0,349.27,16.17,4.3,down,5.79,0.4187,,25.8,0,0,1,0,0,none
TSLA,319.69000244140625,391.83,403.92,2.06,403.92,391.83,low,🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+15.8%),1,3.06,0,-20.9,⚠️ 已偏離,0.0,0.0,289.1,20.39,6.4,down,4.13,0.1578,,29.1,0,0,1,0,0,none
ISRG,332.0199890136719,391.46,416.06,2.01,416.06,391.46,low,🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+23.0%),1,3.01,0,-20.2,⚠️ 已偏離,0.0,0.0,306.85,16.78,5.1,down,5.01,0.2296,,29.0,0,0,1,0,0,none
DASH,169.77000427246094,186.53,170.24,0.99,170.24,191.55,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+33.1%),2,2.99,0,-0.3,🎯 甜點價,170.24,174.43,157.2,8.38,4.9,down,0.06,0.3311,,40.0,0,1,0,0,0,none
SHOP,112.0,120.27,113.63,0.96,113.63,128.26,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+34.3%),2,2.96,0,-1.4,🎯 甜點價,113.63,116.65,102.93,6.04,5.4,down,0.27,0.3432,,40.7,0,1,0,0,0,none
META,606.0999755859375,618.35,608.46,0.93,608.46,655.88,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+33.1%),2,2.93,0,-0.4,🎯 甜點價,608.46,622.31,564.56,27.69,4.6,down,0.09,0.3308,,46.3,0,1,0,0,0,none
ADI,380.2000122070313,387.51,403.71,0.9,403.71,388.0,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+37.2%),2,2.9,0,-5.8,📍 偏離待回 ↓,396.4,403.71,362.65,14.63,3.8,down,1.61,0.3725,,44.7,0,1,0,0,0,none
AMD,539.6900024414062,533.59,486.11,0.75,486.11,561.47,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+37.9%),2,2.75,0,11.0,📍 偏離待回 ↑,505.22,543.43,493.84,38.21,7.1,up,1.4,0.3785,,53.5,0,0,0,0,1,none
TMUS,170.4199981689453,183.42,186.11,1.63,186.11,198.86,transition_low,🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+10.6%),1,2.63,0,-8.4,⚠️ 已偏離,0.0,0.0,159.61,7.21,4.2,down,2.18,0.1063,,36.3,0,0,0,0,0,none
PANW,325.6300048828125,337.57,277.28,0.62,277.28,368.8,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+31.1%),2,2.62,0,17.4,⚠️ 已偏離,0.0,0.0,297.82,18.54,5.7,up,2.61,0.3115,,51.2,1,0,0,0,1,none
TXN,284.989990234375,296.27,297.87,1.45,297.87,297.59,consolidate,🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+18.6%),1,2.45,0,-4.3,🎯 甜點價,297.87,305.16,263.11,14.59,5.1,down,0.88,0.1858,,44.3,0,1,0,0,0,none
DDOG,244.38999938964844,255.94,224.98,0.44,224.98,268.83,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+32.1%),2,2.44,0,8.6,📍 偏離待回 ↑,231.68,245.08,228.31,13.4,5.5,up,1.45,0.3215,,47.5,1,0,0,0,1,none
CSX,52.810001373291016,49.3,46.98,2.27,46.98,53.31,transition_high,🔎 觀望,0,2.27,0,12.4,⚠️ 已偏離,0.0,0.0,50.43,1.05,2.0,up,3.68,0.0172,,74.8,0,0,0,0,1,none
NXPI,277.2900085449219,279.14,294.11,1.14,294.11,280.46,consolidate,🔎 觀望 | 📈 季營收成長+10%(+12.2%),1,2.14,0,-5.7,📍 偏離待回 ↓,287.97,294.11,262.56,12.28,4.4,down,1.37,0.122,,46.7,0,1,0,0,0,none
ROP,355.1199951171875,351.95,339.57,1.11,339.57,369.15,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.3%),1,2.1100000000000003,0,4.6,📍 偏離待回 ↑,346.1,359.15,339.45,13.06,3.7,up,1.19,0.1129,,53.8,0,1,0,0,1,none
ORLY,86.11000061035156,87.11,89.42,1.01,89.42,90.58,consolidate,🔎 觀望 | 📈 季營收成長+10%(+10.2%),1,2.01,0,-3.7,📍 偏離待回 ↓,87.94,89.42,82.56,2.96,3.4,down,1.12,0.1024,,47.4,0,1,0,0,0,none
AMZN,233.66000366210935,243.58,253.07,0.94,253.07,252.89,consolidate,🔎 觀望 | 📈 季營收成長+10%(+16.6%),1,1.94,0,-7.7,⚠️ 已偏離,0.0,0.0,222.45,7.48,3.2,down,2.6,0.1661,,38.6,0,1,0,0,0,none
MPWR,1397.1500244140625,1343.38,1491.49,0.93,1491.49,1419.92,consolidate,🔎 觀望 | 📈 季營收成長+10%(+26.1%),1,1.93,0,-6.3,📍 偏離待回 ↓,1451.99,1491.49,1302.34,79.01,5.7,down,1.19,0.2614,,50.7,0,1,0,0,1,none
EA,209.0,206.63,203.47,0.88,203.47,209.34,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.9%),1,1.88,0,2.7,🎯 甜點價,203.47,206.6,199.59,0.78,0.4,up,0.88,0.1187,,77.0,0,1,0,0,1,none
PAYX,110.66000366210938,107.28,99.53,0.87,99.53,117.72,transition_high,🔎 觀望 | 📈 季營收成長+10%(+19.9%),1,1.87,0,11.2,⚠️ 已偏離,0.0,0.0,105.68,3.32,3.0,up,3.35,0.1987,,59.9,0,0,0,0,1,none
ABNB,137.57000732421875,145.53,139.35,0.85,139.35,147.84,consolidate,🔎 觀望 | 📈 季營收成長+10%(+17.9%),1,1.85,0,-1.3,🎯 甜點價,139.35,141.45,131.26,4.21,3.1,down,0.42,0.1787,,40.3,0,1,0,0,0,none
CDNS,330.4599914550781,364.92,368.59,0.84,368.59,364.92,transition_low,🔎 觀望 | 📈 季營收成長+10%(+18.7%),1,1.84,0,-10.3,⚠️ 已偏離,0.0,0.0,307.69,15.18,4.6,down,2.51,0.1866,,33.4,0,0,0,0,0,none
COST,926.0599975585938,935.15,977.23,0.83,977.23,964.33,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.6%),1,1.83,0,-5.2,⚠️ 已偏離,0.0,0.0,897.31,19.16,2.1,down,2.67,0.1158,,42.6,0,1,0,0,0,none
WDAY,127.87000274658205,135.59,131.2,0.83,131.2,149.88,consolidate,🔎 觀望 | 📈 季營收成長+10%(+13.5%),1,1.83,0,-2.5,🎯 甜點價,131.2,135.24,115.74,8.09,6.3,down,0.41,0.1348,,43.0,0,1,0,0,0,none
MSTR,93.62999725341795,94.57,131.81,0.81,131.81,104.6,low,🔎 觀望 | 📈 季營收成長+10%(+11.9%),1,1.81,0,-29.0,⚠️ 已偏離,0.0,0.0,83.16,6.98,7.5,down,5.47,0.1192,,40.6,0,0,0,0,0,none
AAPL,321.6600036621094,311.49,301.42,0.81,301.42,334.99,consolidate,🔎 觀望 | 📈 季營收成長+10%(+16.6%),1,1.81,0,6.7,⚠️ 已偏離,0.0,0.0,309.4,8.17,2.5,up,2.48,0.166,,58.1,0,1,0,0,1,none
AEP,134.9199981689453,135.03,131.63,0.81,131.63,135.67,consolidate,🔎 觀望 | 📈 季營收成長+10%(+10.2%),1,1.81,0,2.5,🎯 甜點價,131.63,133.65,128.85,2.66,2.0,up,0.81,0.102,,54.4,0,1,0,0,1,none
MSFT,381.5799865722656,385.45,402.22,0.8,402.22,403.18,consolidate,🔎 觀望 | 📈 季營收成長+10%(+18.3%),1,1.8,0,-5.1,📍 偏離待回 ↓,396.17,402.22,367.06,12.1,3.2,down,1.71,0.183,,44.7,0,1,0,0,0,none
ADSK,205.25999450683597,206.31,220.91,0.76,220.91,221.81,consolidate,🔎 觀望 | 📈 季營收成長+10%(+18.4%),1,1.76,0,-7.1,⚠️ 已偏離,0.0,0.0,193.96,7.53,3.7,down,2.08,0.1843,,45.7,0,1,0,0,0,none
LRCX,319.7799987792969,349.72,327.03,0.74,327.03,349.72,consolidate,🔎 觀望 | 📈 季營收成長+10%(+23.8%),1,1.74,0,-2.2,🎯 甜點價,327.03,339.81,281.45,25.56,8.0,down,0.28,0.2376,,44.6,0,1,0,0,0,none
FTNT,151.5399932861328,158.2,137.31,0.72,137.31,164.57,consolidate,🔎 觀望 | 📈 季營收成長+10%(+20.1%),1,1.72,0,10.4,⚠️ 已偏離,0.0,0.0,141.66,6.59,4.3,up,2.16,0.2013,,47.6,0,0,0,0,1,none
ROST,232.38999938964844,221.86,224.98,0.71,224.98,239.04,consolidate,🔎 觀望 | 📈 季營收成長+10%(+20.6%),1,1.71,0,3.3,📍 偏離待回 ↑,227.7,233.15,225.86,5.44,2.3,up,1.36,0.2057,,57.1,0,1,0,0,1,none
ADBE,212.1699981689453,219.3,231.9,0.71,231.9,240.15,transition_low,🔎 觀望 | 📈 季營收成長+10%(+12.7%),1,1.71,0,-8.5,⚠️ 已偏離,0.0,0.0,197.84,9.55,4.5,down,2.07,0.1269,,42.3,0,0,0,0,0,none
AMAT,562.7999877929688,596.17,513.8,0.68,513.8,596.17,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.4%),1,1.6800000000000002,0,9.5,📍 偏離待回 ↑,536.82,582.85,507.56,46.03,8.2,up,1.06,0.1141,,49.4,1,0,0,0,1,none
MNST,93.55999755859376,96.68,90.01,0.66,90.01,100.34,consolidate,🔎 觀望 | 📈 季營收成長+10%(+26.9%),1,1.66,0,3.9,📍 偏離待回 ↑,91.08,93.21,91.0,2.14,2.3,up,1.66,0.2689,,45.8,1,1,0,0,1,none
CMCSA,21.920000076293945,23.47,24.12,1.56,24.12,24.68,transition_low,🔥 靈魂吸籌(觀察標記),0,1.56,0,-9.1,⚠️ 已偏離,0.0,0.0,20.47,0.97,4.4,down,2.28,0.0525,,34.7,0,0,0,0,0,none
PDD,83.30000305175781,82.62,87.65,0.56,87.65,86.83,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.0%),1,1.56,0,-5.0,📍 偏離待回 ↓,86.36,87.65,80.21,2.58,3.1,down,1.69,0.1103,,48.3,1,1,0,0,1,none
INTU,281.5299987792969,277.16,315.97,0.53,315.97,302.07,transition_low,🔎 觀望 | 📈 季營收成長+10%(+10.4%),1,1.53,0,-10.9,⚠️ 已偏離,0.0,0.0,261.59,13.3,4.7,down,2.59,0.1037,,47.3,1,0,0,0,1,none
CHTR,126.5,133.43,141.0,2.51,141.0,136.98,transition_low,🔥 靈魂吸籌(觀察標記) | 📉 季營收衰退(-1.0%),-1,1.5099999999999998,0,-10.3,📍 偏離待回 ↓,137.31,141.0,117.65,7.37,5.8,down,1.97,-0.01,,39.6,0,0,0,0,0,none
HON,246.2700042724609,228.51,230.26,1.49,230.26,250.27,consolidate,🔥 靈魂吸籌(觀察標記),0,1.49,0,7.0,📍 偏離待回 ↑,234.69,243.54,227.65,8.86,3.6,up,1.81,0.0244,,65.2,0,1,0,0,1,none
CRWD,183.4199981689453,192.65,167.47,0.45,167.47,209.5,consolidate,🔎 觀望 | 📈 季營收成長+10%(+25.6%),1,1.45,0,9.5,📍 偏離待回 ↑,172.88,183.69,170.44,10.81,5.9,up,1.48,0.2557,,47.3,1,0,0,0,1,none
INTC,100.2300033569336,112.82,114.1,1.17,114.1,112.82,transition_low,🔎 觀望,0,1.17,0,-12.2,📍 偏離待回 ↓,109.94,114.1,90.25,8.32,8.3,down,1.67,0.0718,,41.9,0,0,0,0,0,none
CPRT,27.200000762939453,28.29,30.87,1.14,30.87,28.76,transition_low,🔎 觀望,0,1.14,0,-11.9,⚠️ 已偏離,0.0,0.0,25.8,0.93,3.4,down,3.94,0.0209,,36.7,0,0,0,0,0,none
KDP,29.670000076293945,31.49,30.3,1.12,30.3,31.87,consolidate,🔎 觀望,0,1.12,0,-2.1,🎯 甜點價,30.3,30.75,28.31,0.91,3.1,down,0.69,0.0938,,40.3,0,1,0,0,0,none
MDLZ,60.04999923706055,59.78,60.58,1.09,60.58,63.04,consolidate,🔎 觀望,0,1.09,0,-0.9,🎯 甜點價,60.58,61.39,57.63,1.61,2.7,down,0.33,0.0824,,49.8,0,1,0,0,1,none
AMGN,371.5,363.93,346.13,1.08,346.13,378.54,consolidate,🔎 觀望,0,1.08,0,7.3,⚠️ 已偏離,0.0,0.0,358.42,8.72,2.3,up,2.91,0.0576,,61.1,0,1,0,0,1,none
BKR,56.09000015258789,56.07,61.57,1.08,61.57,57.83,transition_low,🔎 觀望,0,1.08,0,-8.9,⚠️ 已偏離,0.0,0.0,53.62,1.64,2.9,down,3.33,0.0249,,43.0,0,0,0,0,1,none
CTAS,203.25,185.56,176.51,1.08,176.51,209.72,transition_high,🔎 觀望,0,1.08,0,15.1,⚠️ 已偏離,0.0,0.0,195.12,5.42,2.7,up,4.94,0.089,,70.3,0,0,0,0,1,none
PEP,134.9499969482422,138.67,144.04,0.98,144.04,141.96,consolidate,🔎 觀望,0,0.98,0,-6.3,⚠️ 已偏離,0.0,0.0,129.53,3.62,2.7,down,2.51,0.064,,40.5,0,1,0,0,0,none
GEHC,61.9900016784668,64.06,63.29,0.97,63.29,66.28,consolidate,🔎 觀望,0,0.97,0,-2.1,🎯 甜點價,63.29,64.21,59.22,1.85,3.0,down,0.7,0.0741,,43.9,0,1,0,0,0,none
KHC,25.36000061035156,25.04,23.68,0.97,23.68,27.13,consolidate,🔎 觀望,0,0.97,0,7.1,⚠️ 已偏離,0.0,0.0,24.25,0.74,2.9,up,2.28,0.008,,55.9,0,1,0,0,1,none
WMT,108.4000015258789,112.6,120.01,0.97,120.01,118.09,transition_low,🔎 觀望,0,0.97,0,-9.7,⚠️ 已偏離,0.0,0.0,104.32,2.72,2.5,down,4.27,0.0733,,34.7,0,0,0,0,0,none
CTSH,43.0099983215332,42.38,47.97,0.92,47.97,45.49,transition_low,🔎 觀望,0,0.92,0,-10.3,⚠️ 已偏離,0.0,0.0,40.2,1.88,4.4,down,2.64,0.0583,,44.0,0,0,0,0,1,none
SBUX,103.20999908447266,104.63,102.8,0.91,102.8,109.23,consolidate,🔎 觀望,0,0.91,0,0.4,🎯 甜點價,102.8,104.18,99.06,2.77,2.7,up,0.15,0.0879,,48.1,0,1,0,0,1,none
VRTX,473.0899963378906,491.98,457.71,0.9,457.71,496.69,consolidate,🔎 觀望,0,0.9,0,3.4,📍 偏離待回 ↑,465.24,480.29,455.02,15.06,3.2,up,1.02,0.0782,,46.3,0,1,0,0,1,none
MAR,364.4700012207031,371.23,372.28,0.77,372.28,372.98,consolidate,🔎 觀望,0,0.77,0,-2.1,🎯 甜點價,372.28,376.24,352.58,7.93,2.2,down,0.99,0.0624,,42.0,0,1,0,0,0,none
LIN,506.3200073242188,522.03,511.96,0.74,511.96,527.46,consolidate,🔎 觀望,0,0.74,0,-1.1,🎯 甜點價,511.96,517.5,489.71,11.07,2.2,down,0.51,0.0825,,42.3,0,1,0,0,0,none
PCAR,130.75,124.01,117.87,1.73,117.87,133.49,transition_high,🔎 觀望 | 📉 季營收衰退(-8.9%),-1,0.73,0,10.9,⚠️ 已偏離,0.0,0.0,125.96,3.19,2.4,up,4.03,-0.0894,,65.9,0,0,0,0,1,none
FANG,205.4900054931641,186.52,193.48,0.7,193.48,209.9,consolidate,🔎 觀望,0,0.7,0,6.2,⚠️ 已偏離,0.0,0.0,197.43,5.37,2.6,up,2.24,0.0444,,68.2,0,1,0,0,1,none
PYPL,56.0,48.93,45.9,0.68,45.9,57.17,transition_high,🔎 觀望,0,0.68,0,22.0,⚠️ 已偏離,0.0,0.0,53.1,1.93,3.4,up,5.23,0.0721,,75.1,1,0,0,0,1,none
VRSK,193.1699981689453,189.65,179.89,0.63,179.89,205.7,consolidate,🔎 觀望,0,0.63,0,7.4,⚠️ 已偏離,0.0,0.0,183.23,6.62,3.4,up,2.0,0.0393,,55.5,1,1,0,0,1,none
ADP,242.8800048828125,241.03,225.75,0.61,225.75,261.31,consolidate,🔎 觀望,0,0.61,0,7.6,⚠️ 已偏離,0.0,0.0,232.39,6.99,2.9,up,2.45,0.0695,,54.3,1,1,0,0,1,none
QCOM,171.11000061035156,181.76,200.74,0.61,200.74,181.76,transition_low,🔎 觀望 | 📉 季營收衰退(-3.5%),-1,-0.39,0,-14.8,⚠️ 已偏離,0.0,0.0,157.3,9.21,5.4,down,3.22,-0.0346,,39.1,1,0,0,0,0,none
WBD,25.950000762939453,26.6,26.83,0.58,26.83,27.46,consolidate,🔎 觀望 | 📉 季營收衰退(-1.0%),-1,-0.42,0,-3.3,📍 偏離待回 ↓,26.56,26.83,25.3,0.55,2.1,down,1.61,-0.0096,,40.4,1,1,0,0,0,none
ODFL,230.7100067138672,225.11,219.96,0.42,219.96,238.51,consolidate,🔎 觀望 | 📉 季營收衰退(-2.9%),-1,-0.5800000000000001,0,4.9,📍 偏離待回 ↑,223.21,229.72,222.91,6.5,2.8,up,1.65,-0.0292,,54.1,1,1,0,0,1,none
FER,63.29999923706055,65.55,67.12,1.21,67.12,65.55,consolidate,🔥 靈魂吸籌(觀察標記) | 🚨 季營收雪崩(-16.2%),-2,-0.79,0,-5.7,⚠️ 已偏離,0.0,0.0,60.45,1.08,1.7,down,2.01,-0.1621,,36.4,0,1,0,0,0,none
