SnapshotSchemaVersion,SnapshotRecordType,SnapshotRunStatus,SnapshotErrorType,SnapshotErrorMessage,UniverseExpectedCount,UniverseDisposition,UniverseExclusionReason,DollarVolumeMedian20,Ticker,Price,MA20,MA60,VolRatio,Support,Resistance,Position,Status,Priority,Score,PriorityPreTheme,PriorityPostTheme,ScorePreTheme,RankScore,RevenueScore,ThemeScore,EligiblePreTheme,EligiblePostTheme,CrossedThresholdDueToTheme,EnteredTop10DueToTheme,ConsecDays,DistMA60Pct,DistTag,EntryLow,EntryHigh,StopLoss,ATR,ATR_Pct,DistDirection,DistATRMult,YoY,PreGapPct,PreGapStatus,PreMarketPrice,PreMarketQuoteTimeET,PreGapReferencePrice,PreGapReferenceDate,PreGapReferenceBasis,PreGapDefinitionVersion,SignalEngineVersion,MeasurementVersion,GitCommitSha,ConfigHash,UniverseVersion,SnapshotAsOfET,DataBarDate,ScanSession,ScanAfterOpen,SnapshotTimingSource,CandidateLeg,SelectedLeg,LegScoreRaw,LegAnchor,LegAnchorPrice,VetoReason,MarketBias,VixLevel,SpyPrice,SpyPrevClose,SpyGapPct,QqqPrice,QqqPrevClose,QqqGapPct,EsFuturesPct,NqFuturesPct,BreadthPct,SmallCapWeak,RSI,VolDry,NearMA60,Oversold,RsiTurnUp,HoldMA,SetupType,DiagnosticSetupTypeV1,TradePlanStatus,TradePlanVersion,PlanMeasurementVersion,PlanSelectedLeg,OrderType,PlanAnchor,PlanAnchorPrice,TriggerPrice,PlanEntryLow,PlanEntryHigh,PlanStopLoss,PlanValidDays,PlanTimeExitDays,PlanStopType,PlanExitRule,PlanEarliestEntryDate,PlanReason
v1.3.3,data,ok,,,99,processed,,2070371425.05,ASML,1735.010009765625,1752.94,1772.37,0.57,1772.37,1771.0,consolidate,📐 盤整甜點位｜量縮低接 | 📈 季營收成長+10%(+21.2%) | 🔧 半導體設備共振,14.0,14.57,11.0,14.0,11.57,14.57,1.0,3.0,1.0,1.0,0.0,0.0,0.0,-2.1,🎯 甜點價,1772.37,1798.74,1655.91,52.74,3.0,down,0.71,0.2125,-0.14,available,1732.66,2026-08-28T09:00:22-04:00,1735.010009765625,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,1772.37,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,47.6,1.0,1.0,0.0,0.0,0.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_stop_reclaim,ma60,1772.37,1772.37,1772.37,1798.74,1693.27,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,price_below_ma60_wait_for_reclaim
v1.3.3,data,ok,,,99,processed,,369472366.84,KDP,31.8799991607666,30.96,31.1,0.62,31.1,32.78,consolidate,📐 盤整甜點位｜量縮低接 | 🛒 消費共振,13.0,13.62,10.0,13.0,10.62,13.62,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.5,🎯 甜點價,31.1,31.58,30.45,0.96,3.0,up,0.82,0.0938,0.38,available,32.0,2026-08-28T08:02:50-04:00,31.8799991607666,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,31.1,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,55.8,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,31.1,31.58,31.1,31.58,29.67,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,394025061.66,ORLY,87.83000183105469,91.03,89.05,0.62,89.05,91.49,consolidate,📐 盤整甜點位｜量縮低接 | 🛒 消費共振,13.0,13.62,10.0,13.0,10.62,13.62,0.0,3.0,1.0,1.0,0.0,0.0,0.0,-1.4,🎯 甜點價,89.05,90.06,84.8,2.02,2.3,down,0.6,0.0811,-0.36,available,87.51,2026-08-28T08:29:38-04:00,87.83000183105469,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,89.05,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,42.5,1.0,1.0,0.0,0.0,0.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_stop_reclaim,ma60,89.05,89.05,89.05,90.06,86.02,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,price_below_ma60_wait_for_reclaim
v1.3.3,data,ok,,,99,processed,,28830324998.18,MU,935.3900146484376,915.38,961.0,0.61,961.0,989.96,consolidate,📐 盤整甜點位｜量縮低接 | 🚀 季營收爆量+50%(+345.7%),13.0,13.61,13.0,13.0,13.61,13.61,3.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.7,🎯 甜點價,961.0,988.39,853.21,54.79,5.9,down,0.47,3.4572,-1.56,available,920.78,2026-08-28T09:00:47-04:00,935.3900146484376,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,961.0,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,51.0,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_stop_reclaim,ma60,961.0,961.0,961.0,988.39,878.82,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,price_below_ma60_wait_for_reclaim
v1.3.3,data,ok,,,99,processed,,12670834255.0,AAPL,314.5799865722656,309.24,309.31,0.65,309.31,315.43,consolidate,📐 盤整甜點位｜量縮低接 | 📈 季營收成長+10%(+16.4%),11.0,11.65,11.0,11.0,11.65,11.65,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.7,🎯 甜點價,309.31,312.47,305.11,6.31,2.0,up,0.83,0.1636,0.49,available,316.11,2026-08-28T09:00:48-04:00,314.5799865722656,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,309.31,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,52.7,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,309.31,312.47,309.31,312.47,299.84,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,304389735.48,IDXX,545.0800170898438,565.99,559.88,0.56,559.88,565.99,consolidate,📐 盤整甜點位｜量縮低接,10.0,10.56,10.0,10.0,10.56,10.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.6,🎯 甜點價,559.88,569.04,517.59,18.33,3.4,down,0.81,0.0966,,no_premarket_trade,,,545.0800170898438,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,559.88,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,43.2,1.0,1.0,0.0,0.0,0.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_stop_reclaim,ma60,559.88,559.88,559.88,569.04,532.39,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,price_below_ma60_wait_for_reclaim
v1.3.3,data,ok,,,99,processed,,225227149.26,VRSK,191.0200042724609,186.71,187.34,0.44,187.34,196.42,consolidate,📐 盤整甜點位｜量縮低接 | ⚡ 盤前跳空⬆️ +3.9%,10.0,10.44,10.0,10.0,10.44,10.44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,🎯 甜點價,187.34,190.63,181.16,6.58,3.4,up,0.56,0.0436,3.9,available,198.4787,2026-08-28T08:46:35-04:00,191.0200042724609,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,187.34,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,53.3,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,187.34,190.63,187.34,190.63,177.48,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,2550304366.49,LRCX,318.5799865722656,315.15,334.58,0.62,334.58,321.41,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 📈 季營收成長+10%(+30.0%) | 🔧 半導體設備共振,9.0,9.62,6.0,9.0,6.62,9.62,1.0,3.0,0.0,1.0,1.0,1.0,0.0,-4.8,📍 偏離待回 ↓,326.64,334.58,299.52,15.89,5.0,down,1.01,0.2999,-1.36,available,314.25,2026-08-28T08:59:10-04:00,318.5799865722656,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,healthy_pullback,healthy_pullback,5.0,ma20,315.15,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,50.4,1.0,1.0,0.0,0.0,1.0,none,none,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,healthy_pullback,buy_limit_zone,ma20,315.15,323.09,315.15,323.09,291.32,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,pullback_limit_uses_ma20_anchor
v1.3.3,data,ok,,,99,processed,,315688388.49,FANG,200.5200042724609,200.19,192.79,0.48,192.79,212.96,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 🚀 季營收爆量+50%(+51.3%),8.0,8.48,8.0,8.0,8.48,8.48,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,📍 偏離待回 ↑,195.66,201.4,193.63,5.74,2.9,up,1.35,0.5133,-0.49,available,199.53,2026-08-28T08:53:16-04:00,200.5200042724609,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,healthy_pullback,healthy_pullback,5.0,ma20,200.19,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,51.2,1.0,1.0,0.0,0.0,1.0,none,none,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,healthy_pullback,buy_limit_zone,ma20,200.19,203.06,200.19,203.06,191.58,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,pullback_limit_uses_ma20_anchor
v1.3.3,data,ok,,,99,processed,,662998563.76,CDNS,347.54998779296875,329.02,356.48,1.15,356.48,347.72,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 📈 季營收成長+10%(+24.2%),6.0,7.15,6.0,6.0,7.15,7.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,🎯 甜點價,356.48,361.83,331.51,10.69,3.1,down,0.84,0.2423,-0.34,available,346.355,2026-08-28T09:00:16-04:00,347.54998779296875,2026-08-27,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,c554bd99e48ed726ecc0b17fe769970bc6d6251b,8142e595d788ac06,ndx-99-78834e47b659,2026-08-28T09:01:38.588550-04:00,2026-08-27,premarket,0,xnys,healthy_pullback,healthy_pullback,5.0,ma20,329.02,,neutral,14.460000038146973,772.0788,771.0999755859375,0.13,720.4688,721.1099853515625,-0.09,0.11,-0.12,0.5354,0.0,59.2,0.0,1.0,0.0,0.0,1.0,none,none,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,healthy_pullback,buy_limit_zone,ma20,329.02,334.37,329.02,334.37,312.98,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-28,pullback_limit_uses_ma20_anchor
