SnapshotSchemaVersion,SnapshotRecordType,SnapshotRunStatus,SnapshotErrorType,SnapshotErrorMessage,Ticker,Price,MA20,MA60,VolRatio,Support,Resistance,Position,Status,Priority,Score,PriorityPreTheme,PriorityPostTheme,ScorePreTheme,RankScore,RevenueScore,ThemeScore,EligiblePreTheme,EligiblePostTheme,CrossedThresholdDueToTheme,EnteredTop10DueToTheme,ConsecDays,DistMA60Pct,DistTag,EntryLow,EntryHigh,StopLoss,ATR,ATR_Pct,DistDirection,DistATRMult,YoY,PreGapPct,PreGapStatus,SignalEngineVersion,MeasurementVersion,GitCommitSha,ConfigHash,UniverseVersion,SnapshotAsOfET,DataBarDate,ScanSession,ScanAfterOpen,SnapshotTimingSource,CandidateLeg,SelectedLeg,LegScoreRaw,LegAnchor,LegAnchorPrice,VetoReason,MarketBias,VixLevel,SpyPrice,SpyPrevClose,SpyGapPct,QqqPrice,QqqPrevClose,QqqGapPct,EsFuturesPct,NqFuturesPct,BreadthPct,SmallCapWeak,RSI,VolDry,NearMA60,Oversold,RsiTurnUp,HoldMA,SetupType,DiagnosticSetupTypeV1,TradePlanStatus,TradePlanVersion,PlanMeasurementVersion,PlanSelectedLeg,OrderType,PlanAnchor,PlanAnchorPrice,TriggerPrice,PlanEntryLow,PlanEntryHigh,PlanStopLoss,PlanValidDays,PlanTimeExitDays,PlanStopType,PlanExitRule,PlanEarliestEntryDate,PlanReason
v1.3.1,data,ok,,,INTC,92.31999969482422,110.79,114.23,1.55,114.23,110.79,transition_low,"🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+25.4%) | 🚨 盤前極端跳空 -6.3%(多為財報/事件,謹慎)",1,2.55,1,1,2.55,2.55,1,0,0,0,0,0,0,-19.2,⚠️ 已偏離,0.0,0.0,79.4,8.62,9.3,down,2.54,0.2542,-6.31,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,legacy_accumulation,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,37.1,0,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,PANW,323.7900085449219,339.1,279.66,0.54,279.66,366.31,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+31.1%),2,2.54,2,2,2.54,2.54,2,0,0,0,0,0,0,15.8,⚠️ 已偏離,0.0,0.0,296.96,17.89,5.5,up,2.47,0.3115,1.18,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,50.4,1,0,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,DDOG,246.8600006103516,257.24,226.91,0.47,226.91,268.83,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+32.1%) | ⚡ 盤前跳空⬆️ +4.3%,2,2.47,2,2,2.47,2.47,2,0,0,0,0,0,0,8.8,📍 偏離待回 ↑,233.28,246.03,231.56,12.75,5.2,up,1.57,0.3215,4.34,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,49.1,1,0,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,NXPI,269.239990234375,277.67,294.77,1.14,294.77,280.46,transition_low,🔎 觀望 | 📈 季營收成長+10%(+12.2%),1,2.14,1,1,2.14,2.14,1,0,0,0,0,0,0,-8.7,⚠️ 已偏離,0.0,0.0,251.17,12.05,4.5,down,2.12,0.122,-0.65,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,42.7,0,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,CDNS,326.239990234375,362.82,368.61,1.13,368.61,362.82,transition_low,🔎 觀望 | 📈 季營收成長+10%(+18.7%) | ⚡ 盤前跳空⬆️ +2.3%,1,2.13,1,1,2.13,2.13,1,0,0,0,0,0,0,-11.5,⚠️ 已偏離,0.0,0.0,304.76,14.32,4.4,down,2.96,0.1866,2.28,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,32.1,0,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,TSLA,313.0299987792969,388.72,402.87,1.12,402.87,388.72,low,🔎 觀望 | 📈 季營收成長+10%(+25.5%),1,2.12,1,1,2.12,2.12,1,0,0,0,0,0,0,-22.3,⚠️ 已偏離,0.0,0.0,282.88,20.1,6.4,down,4.47,0.2552,-0.99,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,28.0,0,0,1,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,CSX,53.22999954223633,49.59,47.12,1.11,47.12,53.41,transition_high,🔎 觀望 | 📈 季營收成長+10%(+10.1%),1,2.1100000000000003,1,1,2.1100000000000003,2.1100000000000003,1,0,0,0,0,0,0,13.0,⚠️ 已偏離,0.0,0.0,50.83,1.04,2.0,up,3.83,0.101,1.37,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,76.1,0,0,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,CHTR,123.30999755859376,133.12,140.17,3.1,140.17,133.12,transition_low,🔥 靈魂吸籌(觀察標記) | 📉 季營收衰退(-1.0%),-1,2.1,-1,-1,2.1,2.1,-1,0,0,0,0,0,0,-12.0,⚠️ 已偏離,0.0,0.0,112.01,7.53,6.1,down,2.24,-0.01,-1.89,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,legacy_accumulation,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,36.5,0,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,MPWR,1333.81005859375,1338.26,1488.69,1.07,1488.69,1419.92,transition_low,🔎 觀望 | 📈 季營收成長+10%(+26.1%) | ⚡ 盤前跳空⬇️ -2.3%,1,2.0700000000000003,1,1,2.0700000000000003,2.0700000000000003,1,0,0,0,0,0,0,-10.4,📍 偏離待回 ↓,1448.94,1488.69,1238.42,79.5,6.0,down,1.95,0.2614,-2.28,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,45.6,0,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,TXN,279.5799865722656,294.66,298.14,1.02,298.14,297.59,consolidate,🔎 觀望 | 📈 季營收成長+10%(+18.6%),1,2.02,1,1,2.02,2.02,1,0,0,0,0,0,0,-6.2,📍 偏離待回 ↓,291.31,298.14,263.19,13.66,4.9,down,1.36,0.1858,-0.53,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,42.0,0,1,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,MNST,93.48999786376952,96.56,90.28,1.01,90.28,97.97,consolidate,🔎 觀望 | 📈 季營收成長+10%(+26.9%),1,2.01,1,1,2.01,2.01,1,0,0,0,0,0,0,3.6,📍 偏離待回 ↑,91.31,93.38,91.01,2.07,2.2,up,1.55,0.2689,0.47,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,45.6,0,1,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,KLAC,210.5200042724609,232.04,213.68,1.0,213.68,232.04,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.5%),1,2.0,1,1,2.0,2.0,1,0,0,0,0,0,0,-1.5,🎯 甜點價,213.68,222.69,183.5,18.02,8.6,down,0.18,0.1149,-1.39,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,44.1,0,1,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,GEHC,60.58000183105469,63.81,63.12,1.97,63.12,63.81,consolidate,🔥 靈魂吸籌(觀察標記),0,1.97,0,0,1.97,1.97,0,0,0,0,0,0,0,-4.0,📍 偏離待回 ↓,62.15,63.12,58.25,1.94,3.2,down,1.31,0.0741,-1.22,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,legacy_accumulation,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,39.8,0,1,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,AAPL,333.0199890136719,314.39,302.47,0.95,302.47,334.37,consolidate,🔎 觀望 | 📈 季營收成長+10%(+16.6%) | ⚡ 盤前跳空⬆️ +3.8%,1,1.95,1,1,1.95,1.95,1,0,0,0,0,0,0,10.1,⚠️ 已偏離,0.0,0.0,320.5,8.35,2.5,up,3.66,0.166,3.82,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,65.2,0,0,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,EA,209.05999755859372,206.84,203.58,0.89,203.58,209.34,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.9%),1,1.89,1,1,1.89,1.89,1,0,0,0,0,0,0,2.7,🎯 甜點價,203.58,206.72,199.65,0.75,0.4,up,0.87,0.1187,0.1,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,77.3,0,1,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,LRCX,319.7799987792969,349.72,327.03,0.86,327.03,349.72,consolidate,🔎 觀望 | 📈 季營收成長+10%(+23.8%),1,1.86,1,1,1.86,1.86,1,0,0,0,0,0,0,-2.2,🎯 甜點價,327.03,339.81,281.45,25.56,8.0,down,0.28,0.2376,-1.87,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-23,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,44.6,0,1,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,NFLX,70.08999633789062,72.78,80.48,0.83,80.48,72.78,transition_low,🔎 觀望 | 📈 季營收成長+10%(+13.4%) | ⚡ 盤前跳空⬆️ +2.5%,1,1.83,1,1,1.83,1.83,1,0,0,0,0,0,0,-12.9,⚠️ 已偏離,0.0,0.0,66.12,2.64,3.8,down,3.93,0.1337,2.48,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,38.3,0,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,AMAT,536.25,589.59,516.4,0.75,516.4,589.59,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.4%) | ⚡ 盤前跳空⬇️ -2.1%,1,1.75,1,1,1.75,1.75,1,0,0,0,0,0,0,3.8,🎯 甜點價,516.4,539.13,468.05,45.46,8.5,up,0.44,0.1141,-2.09,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,45.5,0,1,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,COST,935.030029296875,933.38,974.75,0.74,974.75,945.48,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.6%),1,1.74,1,1,1.74,1.74,1,0,0,0,0,0,0,-4.1,⚠️ 已偏離,0.0,0.0,906.57,18.97,2.0,down,2.09,0.1158,1.12,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,47.2,0,1,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,INTU,296.3299865722656,279.28,314.27,0.74,314.27,296.7,consolidate,"🔎 觀望 | 📈 季營收成長+10%(+10.4%) | 🚨 盤前極端跳空 +7.9%(多為財報/事件,謹慎)",1,1.74,1,1,1.74,1.74,1,0,0,0,0,0,0,-5.7,📍 偏離待回 ↓,307.52,314.27,280.12,13.51,4.6,down,1.33,0.1037,7.86,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,55.1,0,1,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,PAYX,113.5500030517578,108.12,99.93,0.73,99.93,115.39,transition_high,🔎 觀望 | 📈 季營收成長+10%(+12.5%) | ⚡ 盤前跳空⬆️ +3.3%,1,1.73,1,1,1.73,1.73,1,0,0,0,0,0,0,13.6,⚠️ 已偏離,0.0,0.0,108.51,3.36,3.0,up,4.05,0.1249,3.31,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,64.7,0,0,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,ASML,1757.0899658203125,1798.7,1698.6,0.73,1698.6,1823.88,consolidate,🔎 觀望 | 📈 季營收成長+10%(+21.2%),1,1.73,1,1,1.73,1.73,1,0,0,0,0,0,0,3.4,🎯 甜點價,1698.6,1740.22,1632.22,83.24,4.7,up,0.7,0.2125,-0.83,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,48.2,0,1,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,MSFT,381.7000122070313,386.89,401.44,0.73,401.44,403.18,consolidate,🔎 觀望 | 📈 季營收成長+10%(+18.3%),1,1.73,1,1,1.73,1.73,1,0,0,0,0,0,0,-4.9,📍 偏離待回 ↓,395.75,401.44,368.03,11.39,3.0,down,1.73,0.183,1.68,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,44.8,0,1,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,AMZN,232.1100006103516,243.84,252.61,0.69,252.61,252.89,transition_low,🔎 觀望 | 📈 季營收成長+10%(+16.6%),1,1.69,1,1,1.69,1.69,1,0,0,0,0,0,0,-8.1,⚠️ 已偏離,0.0,0.0,221.4,7.14,3.1,down,2.87,0.1661,0.67,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,37.5,1,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,ROP,367.3399963378906,353.74,339.8,0.64,339.8,371.28,transition_high,🔎 觀望 | 📈 季營收成長+10%(+11.3%) | ⚡ 盤前跳空⬆️ +4.7%,1,1.64,1,1,1.64,1.64,1,0,0,0,0,0,0,8.1,⚠️ 已偏離,0.0,0.0,347.21,13.42,3.7,up,2.05,0.1129,4.74,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,59.5,1,0,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,PDD,82.66000366210938,83.09,87.41,0.62,87.41,86.83,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.0%),1,1.62,1,1,1.62,1.62,1,0,0,0,0,0,0,-5.4,📍 偏離待回 ↓,86.22,87.41,79.8,2.38,2.9,down,1.99,0.1103,0.71,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,46.7,1,1,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,MSTR,91.66999816894533,94.89,130.58,0.62,130.58,104.6,low,🔎 觀望 | 📈 季營收成長+10%(+11.9%),1,1.62,1,1,1.62,1.62,1,0,0,0,0,0,0,-29.8,⚠️ 已偏離,0.0,0.0,81.44,6.82,7.4,down,5.71,0.1192,0.53,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,39.1,1,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,MRVL,194.22999572753903,229.53,226.86,0.61,226.86,229.53,transition_low,🔎 觀望 | 📈 季營收成長+10%(+27.6%) | ⚡ 盤前跳空⬇️ -4.5%,1,1.61,1,1,1.61,1.61,1,0,0,0,0,0,0,-14.4,📍 偏離待回 ↓,217.4,226.86,171.52,18.92,9.7,down,1.72,0.2757,-4.48,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,39.1,1,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,ARM,260.010009765625,301.57,303.87,0.54,303.87,301.57,transition_low,"🔎 觀望 | 📈 季營收成長+10%(+20.1%) | 🚨 盤前極端跳空 -5.8%(多為財報/事件,謹慎)",1,1.54,1,1,1.54,1.54,1,0,0,0,0,0,0,-14.4,📍 偏離待回 ↓,291.4,303.87,230.08,24.94,9.6,down,1.76,0.2006,-5.77,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,38.2,1,0,0,0,0,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,ROST,238.88999938964844,223.05,225.21,0.53,225.21,240.03,consolidate,🔎 觀望 | 📈 季營收成長+10%(+20.6%) | ⚡ 盤前跳空⬆️ +3.9%,1,1.53,1,1,1.53,1.53,1,0,0,0,0,0,0,6.1,⚠️ 已偏離,0.0,0.0,230.5,5.59,2.3,up,2.45,0.2057,3.88,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,62.9,1,1,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
v1.3.1,data,ok,,,FTNT,152.3699951171875,158.32,138.42,0.44,138.42,164.57,consolidate,🔎 觀望 | 📈 季營收成長+10%(+20.1%),1,1.44,1,1,1.44,1.44,1,0,0,0,0,0,0,10.1,⚠️ 已偏離,0.0,0.0,142.81,6.38,4.2,up,2.19,0.2013,1.75,available,v1.2.0,legacy-v0,7b43ec7d5f6a0ef589599ae64de75ece384acb54,c62717051b17ab85,ndx-99-78834e47b659,2026-07-27T09:01:46.597631-04:00,2026-07-24,premarket,0,xnys,none,none,0,none,,,bull,17.729999542236328,745.42,738.18,0.98,694.0709,691.95996,0.31,0.89,1.43,0.3434,0,48.6,1,0,0,0,1,none,none,not_applicable,v1.3.1-shadow,v1.3.1-shadow,none,none,none,,,,,,0,40,intraday,initial_stop_or_d40_close,2026-07-27,
