Ticker,Price,MA20,MA60,VolRatio,Support,Resistance,Position,Status,Priority,Score,ConsecDays,DistMA60Pct,DistTag,EntryLow,EntryHigh,StopLoss,ATR,ATR_Pct,DistDirection,DistATRMult,YoY,PreGapPct,RSI,VolDry,NearMA60,Oversold,RsiTurnUp,HoldMA,SetupType
ZS,148.72000122070312,142.45,142.91,0.49,142.91,156.98,consolidate,📐 盤整甜點位｜量縮低接 | 📈 季營收成長+10%(+25.4%),11,11.49,0,4.1,🎯 甜點價,142.91,146.75,137.19,7.69,5.2,up,0.76,0.2543,,55.7,1,1,0,0,1,consolidation_dip
ROP,350.69000244140625,350.33,339.77,0.45,339.77,369.07,consolidate,📐 盤整甜點位｜量縮低接 | 📈 季營收成長+10%(+11.3%),11,11.45,0,3.2,🎯 甜點價,339.77,345.32,334.04,11.1,3.2,up,0.98,0.1129,,51.5,1,1,0,0,1,consolidation_dip
STX,891.8300170898438,888.81,849.48,1.39,849.48,899.95,consolidate,🌤️ 守均線拉回｜回測MA20不破 | ✨ 季營收強勢+30%(+44.1%) | 💾 記憶體儲存共振,10,11.39,0,5.0,🎯 甜點價,849.48,892.09,764.01,85.22,9.6,up,0.5,0.4407,,51.7,0,1,0,0,1,none
WDC,548.3900146484375,571.87,535.31,0.82,535.31,571.87,consolidate,🌤️ 守均線拉回｜回測MA60不破 | ✨ 季營收強勢+30%(+45.5%) | 💾 記憶體儲存共振,10,10.82,0,2.4,🎯 甜點價,535.31,563.78,462.97,56.95,10.4,up,0.23,0.4547,,49.2,0,1,0,0,1,none
AMD,544.4299926757812,530.97,479.28,0.8,479.28,558.89,consolidate,🌤️ 守均線拉回｜回測MA20不破 | ✨ 季營收強勢+30%(+37.9%) | 🧠 AI半導體共振,10,10.8,0,13.6,📍 偏離待回 ↑,498.67,537.46,497.88,38.79,7.1,up,1.68,0.3785,,54.8,0,0,0,0,1,none
GEHC,62.040000915527344,64.32,63.56,0.69,63.56,66.28,consolidate,📐 盤整甜點位｜量縮低接,10,10.69,0,-2.4,🎯 甜點價,63.56,64.51,59.2,1.9,3.1,down,0.8,0.0741,,43.4,1,1,0,0,0,consolidation_dip
TRI,90.6999969482422,88.68,86.77,0.68,86.77,101.1,consolidate,📐 盤整甜點位｜量縮低接,10,10.68,0,4.5,🎯 甜點價,86.77,88.87,84.4,4.2,4.6,up,0.94,0.0984,,52.7,1,1,0,0,1,consolidation_dip
AVGO,386.5,379.9,403.58,0.66,403.58,399.0,consolidate,🌤️ 守均線拉回｜回測MA20不破 | ✨ 季營收強勢+30%(+47.9%) | 🧠 AI半導體共振,10,10.66,0,-4.2,📍 偏離待回 ↓,395.97,403.58,368.23,15.23,3.9,down,1.12,0.4787,,50.0,1,1,0,0,1,none
MAR,367.80999755859375,373.04,372.15,0.65,372.15,376.44,consolidate,📐 盤整甜點位｜量縮低接,10,10.65,0,-1.2,🎯 甜點價,372.15,376.3,355.36,8.3,2.3,down,0.52,0.0624,,44.4,1,1,0,0,0,consolidation_dip
HON,229.8600006103516,228.13,229.67,0.57,229.67,232.84,consolidate,📐 盤整甜點位｜量縮低接,10,10.57,0,0.1,🎯 甜點價,229.67,233.71,217.75,8.08,3.5,up,0.02,0.0244,,51.6,1,1,0,0,1,consolidation_dip
TTWO,235.92999267578125,244.55,230.32,0.49,230.32,246.19,consolidate,📐 盤整甜點位｜量縮低接,10,10.49,0,2.4,🎯 甜點價,230.32,234.17,224.38,7.7,3.3,up,0.73,0.0615,,47.1,1,1,0,0,1,consolidation_dip
NFLX,68.66999816894531,73.18,81.62,1.26,81.62,75.06,transition_low,📉 低檔超賣反彈｜RSI 32 止穩 | 📈 季營收成長+10%(+16.2%),8,9.26,0,-15.9,⚠️ 已偏離,0.0,0.0,64.47,2.8,4.1,down,4.62,0.1619,,32.5,0,0,0,1,0,none
ORLY,87.97000122070312,87.24,89.62,1.57,89.62,90.58,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 📈 季營收成長+10%(+10.2%),6,7.57,0,-1.8,🎯 甜點價,89.62,91.13,83.43,3.03,3.4,down,0.55,0.1024,,51.3,0,1,0,0,1,none
ASML,1801.510009765625,1799.72,1680.42,0.9,1680.42,1853.45,consolidate,🌤️ 守均線拉回｜回測MA20不破 | 📈 季營收成長+10%(+21.2%),6,6.9,0,7.2,📍 偏離待回 ↑,1724.21,1811.78,1696.42,87.57,4.9,up,1.38,0.2125,,51.9,0,1,0,0,1,none
MU,970.8200073242188,997.9,880.57,1.04,880.57,997.9,consolidate,🔎 觀望 | 🚀 季營收爆量+50%(+345.7%),3,4.04,0,10.2,📍 偏離待回 ↑,925.28,1014.71,863.51,89.43,9.2,up,1.01,3.4572,,51.0,0,0,0,0,1,none
APP,428.6900024414063,481.94,496.21,0.87,496.21,481.94,transition_low,🔎 觀望 | 🚀 季營收爆量+50%(+59.0%),3,3.87,0,-13.6,⚠️ 已偏離,0.0,0.0,381.79,31.27,7.3,down,2.16,0.5897,,37.4,0,0,0,0,0,none
SNDK,1589.4000244140625,1803.08,1637.79,0.86,1637.79,1803.08,consolidate,🔎 觀望 | 🚀 季營收爆量+50%(+251.0%),3,3.86,0,-3.0,🎯 甜點價,1637.79,1748.06,1258.58,220.55,13.9,down,0.22,2.5103,,46.3,0,1,0,0,0,none
INSM,108.62000274658205,108.93,110.37,0.79,110.37,111.6,consolidate,🔎 觀望 | 🚀 季營收爆量+50%(+229.6%),3,3.79,0,-1.6,🎯 甜點價,110.37,112.6,101.93,4.46,4.1,down,0.39,2.2962,,50.3,0,1,0,0,0,none
ALNY,271.3699951171875,294.43,294.66,0.77,294.66,294.43,consolidate,🔎 觀望 | 🚀 季營收爆量+50%(+96.4%),3,3.77,0,-7.9,📍 偏離待回 ↓,287.22,294.66,253.52,14.88,5.5,down,1.57,0.9643,,37.3,0,1,0,0,0,none
CEG,262.2200012207031,253.93,272.98,0.7,272.98,264.45,consolidate,🔎 觀望 | 🚀 季營收爆量+50%(+63.8%),3,3.7,0,-3.9,📍 偏離待回 ↓,268.45,272.98,251.34,9.07,3.5,down,1.19,0.6385,,53.7,0,1,0,0,1,none
ISRG,350.0599975585937,398.08,420.74,2.16,420.74,405.5,transition_low,🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+23.0%),1,3.16,0,-16.8,⚠️ 已偏離,0.0,0.0,324.27,17.19,4.9,down,4.11,0.2296,,32.9,0,0,0,0,0,none
MCHP,83.37999725341797,86.98,91.99,1.09,91.99,88.14,transition_low,🔎 觀望 | ✨ 季營收強勢+30%(+35.1%),2,3.09,0,-9.4,📍 偏離待回 ↓,89.74,91.99,77.99,4.49,5.4,down,1.92,0.3511,,43.8,0,0,0,0,0,none
ADI,382.80999755859375,390.19,404.09,0.97,404.09,400.69,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+37.2%),2,2.97,0,-5.3,📍 偏離待回 ↓,396.34,404.09,364.21,15.5,4.0,down,1.37,0.3725,,45.6,0,1,0,0,0,none
DDOG,254.7899932861328,253.6,221.18,0.79,221.18,276.7,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+32.1%),2,2.79,0,15.2,⚠️ 已偏離,0.0,0.0,234.21,13.72,5.4,up,2.45,0.3215,,53.9,0,0,0,0,1,none
PANW,342.1499938964844,333.33,272.29,0.7,272.29,368.8,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+31.1%),2,2.7,0,25.7,⚠️ 已偏離,0.0,0.0,315.17,17.98,5.3,up,3.88,0.3115,,58.8,0,0,0,0,1,none
SHOP,123.02999877929688,119.84,113.95,0.62,113.95,128.26,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+34.3%),2,2.62,0,8.0,📍 偏離待回 ↑,116.9,122.79,115.96,5.89,4.8,up,1.54,0.3432,,56.7,1,1,0,0,1,none
DASH,188.0399932861328,186.62,170.29,0.57,170.29,194.5,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+33.1%),2,2.57,0,10.4,⚠️ 已偏離,0.0,0.0,176.04,8.0,4.3,up,2.22,0.3311,,57.0,1,0,0,0,1,none
AXON,511.1700134277344,539.9,460.28,0.54,460.28,560.0,transition_high,🔎 觀望 | ✨ 季營收強勢+30%(+33.8%),2,2.54,0,11.1,📍 偏離待回 ↑,478.0,513.43,468.65,35.43,6.9,up,1.44,0.3375,,48.3,1,0,0,0,1,none
META,643.8099975585938,612.68,610.44,0.53,610.44,686.08,consolidate,🔎 觀望 | ✨ 季營收強勢+30%(+33.1%),2,2.53,0,5.5,📍 偏離待回 ↑,623.6,649.91,612.23,26.32,4.1,up,1.27,0.3308,,56.2,1,1,0,0,1,none
MPWR,1383.260009765625,1346.31,1498.47,1.31,1498.47,1406.04,consolidate,🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+26.1%),1,2.31,0,-7.7,📍 偏離待回 ↓,1455.24,1498.47,1279.52,86.45,6.2,down,1.33,0.2614,,49.6,0,1,0,0,1,none
NXPI,273.1499938964844,280.98,292.83,1.3,292.83,288.93,consolidate,🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+12.2%),1,2.3,0,-6.7,📍 偏離待回 ↓,286.41,292.83,257.73,12.85,4.7,down,1.53,0.122,,44.2,0,1,0,0,0,none
TXN,291.29998779296875,297.69,297.28,1.24,297.28,312.01,consolidate,🔥 靈魂吸籌(觀察標記) | 📈 季營收成長+10%(+18.6%),1,2.24,0,-2.0,🎯 甜點價,297.28,304.42,269.87,14.29,4.9,down,0.42,0.1858,,47.1,0,1,0,0,0,none
LRCX,322.0,355.07,325.16,1.08,325.16,357.25,consolidate,🔎 觀望 | 📈 季營收成長+10%(+23.8%),1,2.08,0,-1.0,🎯 甜點價,325.16,339.14,280.05,27.97,8.7,down,0.11,0.2376,,45.0,0,1,0,0,0,none
CDNS,344.6400146484375,369.12,368.63,1.05,368.63,385.3,consolidate,🔎 觀望 | 📈 季營收成長+10%(+18.7%),1,2.05,0,-6.5,📍 偏離待回 ↓,360.86,368.63,326.0,15.53,4.5,down,1.54,0.1866,,38.4,0,1,0,1,0,none
MSTR,101.9499969482422,94.79,134.25,0.94,134.25,104.6,low,🔎 觀望 | 📈 季營收成長+10%(+11.9%),1,1.94,0,-24.1,⚠️ 已偏離,0.0,0.0,90.83,7.41,7.3,down,4.36,0.1192,,47.4,0,0,0,0,1,none
AEP,130.47999572753906,135.06,131.63,0.93,131.63,135.67,consolidate,🔎 觀望 | 📈 季營收成長+10%(+10.2%),1,1.93,0,-0.9,🎯 甜點價,131.63,132.96,126.48,2.66,2.0,down,0.43,0.102,,42.7,0,1,0,0,0,none
FAST,45.0099983215332,46.63,45.45,0.93,45.45,47.45,consolidate,🔎 觀望 | 📈 季營收成長+10%(+14.7%),1,1.93,0,-1.0,🎯 甜點價,45.45,46.17,42.84,1.44,3.2,down,0.3,0.1474,,43.0,0,1,0,0,0,none
AMAT,564.5499877929688,599.08,508.87,0.91,508.87,611.72,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.4%),1,1.91,0,10.9,📍 偏離待回 ↑,533.74,583.47,504.87,49.73,8.8,up,1.12,0.1141,,49.5,0,0,0,0,1,none
EA,209.0399932861328,206.13,203.25,0.89,203.25,209.34,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.9%),1,1.89,0,2.8,🎯 甜點價,203.25,206.39,199.63,0.83,0.4,up,0.92,0.1187,,78.0,0,1,0,0,1,none
FTNT,158.10000610351562,157.53,135.04,0.86,135.04,170.35,consolidate,🔎 觀望 | 📈 季營收成長+10%(+20.1%),1,1.86,0,17.1,⚠️ 已偏離,0.0,0.0,148.06,6.7,4.2,up,3.44,0.2013,,55.3,0,0,0,0,1,none
KLAC,217.55999755859372,237.03,212.34,0.86,212.34,237.03,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.5%),1,1.86,0,2.5,🎯 甜點價,212.34,221.97,188.67,19.26,8.9,up,0.27,0.1149,,46.4,0,1,0,0,1,none
ADSK,211.1499938964844,204.94,221.97,0.86,221.97,221.81,consolidate,🔎 觀望 | 📈 季營收成長+10%(+18.4%),1,1.86,0,-4.9,📍 偏離待回 ↓,218.19,221.97,202.08,7.56,3.6,down,1.43,0.1843,,50.4,0,1,0,0,1,none
COST,929.219970703125,938.42,979.78,0.85,979.78,964.33,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.6%),1,1.85,0,-5.2,⚠️ 已偏離,0.0,0.0,899.13,20.06,2.2,down,2.52,0.1158,,43.6,0,1,0,0,0,none
ROST,235.80999755859372,221.21,224.67,0.82,224.67,237.64,consolidate,🔎 觀望 | 📈 季營收成長+10%(+20.6%),1,1.82,0,5.0,📍 偏離待回 ↑,227.66,233.65,220.83,5.99,2.5,up,1.86,0.2057,,63.6,0,1,0,0,1,none
ADBE,227.16000366210935,217.48,232.81,0.81,232.81,240.15,consolidate,🔎 觀望 | 📈 季營收成長+10%(+12.7%),1,1.81,0,-2.4,🎯 甜點價,232.81,237.4,213.39,9.18,4.0,down,0.62,0.1269,,52.4,0,1,0,0,1,none
AAPL,327.739990234375,308.48,299.6,0.81,299.6,334.99,consolidate,🔎 觀望 | 📈 季營收成長+10%(+16.6%),1,1.81,0,9.4,⚠️ 已偏離,0.0,0.0,314.32,8.95,2.7,up,3.14,0.166,,64.5,0,0,0,0,1,none
PAYX,111.95999908447266,105.93,98.8,0.79,98.8,117.72,transition_high,🔎 觀望 | 📈 季營收成長+10%(+19.9%),1,1.79,0,13.3,⚠️ 已偏離,0.0,0.0,106.53,3.62,3.2,up,3.64,0.1987,,63.2,0,0,0,0,1,none
DXCM,74.75,72.56,69.24,0.78,69.24,79.15,consolidate,🔎 觀望 | 📈 季營收成長+10%(+15.0%),1,1.78,0,8.0,⚠️ 已偏離,0.0,0.0,70.79,2.64,3.5,up,2.09,0.1505,,54.2,0,1,0,0,1,none
WDAY,141.1699981689453,134.24,130.82,0.74,130.82,149.88,consolidate,🔎 觀望 | 📈 季營收成長+10%(+13.5%),1,1.74,0,7.9,📍 偏離待回 ↑,134.69,142.43,131.89,7.74,5.5,up,1.34,0.1348,,55.2,0,1,0,0,1,none
MNST,94.45999908447266,96.63,89.44,0.72,89.44,100.34,consolidate,🔎 觀望 | 📈 季營收成長+10%(+26.9%),1,1.72,0,5.6,⚠️ 已偏離,0.0,0.0,91.19,2.18,2.3,up,2.3,0.2689,,48.4,0,1,0,0,1,none
GOOGL,347.1499938964844,354.97,369.3,0.72,369.3,375.27,consolidate,🔎 觀望 | 📈 季營收成長+10%(+21.8%),1,1.72,0,-6.0,📍 偏離待回 ↓,363.75,369.3,333.83,11.1,3.2,down,2.0,0.2179,,43.1,0,1,0,0,0,none
INTU,289.9200134277344,274.76,319.58,0.67,319.58,302.07,transition_low,🔎 觀望 | 📈 季營收成長+10%(+10.4%),1,1.67,0,-9.3,⚠️ 已偏離,0.0,0.0,269.41,13.67,4.7,down,2.17,0.1037,,51.8,1,0,0,0,1,none
CRWD,191.1499938964844,190.98,165.04,0.67,165.04,217.5,consolidate,🔎 觀望 | 📈 季營收成長+10%(+25.6%),1,1.67,0,15.8,⚠️ 已偏離,0.0,0.0,175.33,10.54,5.5,up,2.48,0.2557,,52.9,1,0,0,0,1,none
PDD,84.83000183105469,81.89,88.15,0.58,88.15,87.76,consolidate,🔎 觀望 | 📈 季營收成長+10%(+11.0%),1,1.58,0,-3.8,📍 偏離待回 ↓,86.84,88.15,81.69,2.62,3.1,down,1.27,0.1103,,52.1,1,1,0,0,1,none
TSLA,378.9299926757813,395.0,404.94,0.58,404.94,406.59,consolidate,🔎 觀望 | 📈 季營收成長+10%(+15.8%),1,1.58,0,-6.4,📍 偏離待回 ↓,396.31,404.94,358.21,17.26,4.6,down,1.51,0.1578,,43.3,1,1,0,0,0,none
ABNB,144.10000610351562,145.81,139.46,0.57,139.46,150.88,consolidate,🔎 觀望 | 📈 季營收成長+10%(+17.9%),1,1.5699999999999998,0,3.3,📍 偏離待回 ↑,141.61,145.92,138.93,4.31,3.0,up,1.08,0.1787,,50.6,1,1,0,0,1,none
EXC,45.88999938964844,46.77,45.7,1.5,45.7,47.73,consolidate,🔥 靈魂吸籌(觀察標記),0,1.5,0,0.4,🎯 甜點價,45.7,46.18,44.46,0.95,2.1,up,0.2,0.0786,,46.4,0,1,0,0,1,none
BKNG,179.39999389648438,179.32,170.1,0.44,170.1,185.92,consolidate,🔎 觀望 | 📈 季營收成長+10%(+16.2%),1,1.44,0,5.5,📍 偏離待回 ↑,173.3,179.69,171.73,6.39,3.6,up,1.46,0.1617,,53.4,1,1,0,0,1,none
BKR,56.380001068115234,56.19,61.98,1.32,61.98,58.07,transition_low,🔥 靈魂吸籌(觀察標記),0,1.32,0,-9.0,⚠️ 已偏離,0.0,0.0,53.85,1.69,3.0,down,3.32,0.0249,,44.0,0,0,0,0,1,none
GILD,130.27999877929688,130.28,129.62,1.18,129.62,140.61,consolidate,🔎 觀望,0,1.18,0,0.5,🎯 甜點價,129.62,131.65,124.19,4.06,3.1,up,0.16,0.0439,,49.5,0,1,0,0,1,none
CTAS,200.41000366210935,182.32,175.59,1.1,175.59,209.72,transition_high,🔎 觀望,0,1.1,0,14.1,⚠️ 已偏離,0.0,0.0,191.93,5.65,2.8,up,4.39,0.089,,68.3,0,0,0,0,1,none
CPRT,27.170000076293945,28.57,31.06,1.08,31.06,28.76,transition_low,🔎 觀望,0,1.08,0,-12.5,⚠️ 已偏離,0.0,0.0,25.66,1.01,3.7,down,3.87,0.0209,,36.4,0,0,0,0,0,none
AMGN,366.239990234375,361.98,345.16,1.06,345.16,378.54,consolidate,🔎 觀望,0,1.06,0,6.1,⚠️ 已偏離,0.0,0.0,353.13,8.74,2.4,up,2.41,0.0576,,57.2,0,1,0,0,1,none
WMT,110.38999938964844,113.63,120.67,1.02,120.67,118.09,transition_low,🔎 觀望,0,1.02,0,-8.5,⚠️ 已偏離,0.0,0.0,106.2,2.8,2.5,down,3.68,0.0733,,38.3,0,0,0,0,0,none
PEP,135.0,139.35,144.64,1.01,144.64,141.96,consolidate,🔎 觀望,0,1.01,0,-6.7,⚠️ 已偏離,0.0,0.0,129.26,3.83,2.8,down,2.52,0.064,,40.2,0,1,0,0,0,none
CSX,49.88999938964844,48.77,46.78,1.0,46.78,51.29,consolidate,🔎 觀望,0,1.0,0,6.6,⚠️ 已偏離,0.0,0.0,47.64,0.94,1.9,up,2.08,0.0172,,61.5,0,1,0,0,1,none
KDP,30.209999084472656,31.59,30.25,0.92,30.25,31.87,consolidate,🔎 觀望,0,0.92,0,-0.1,🎯 甜點價,30.25,30.74,28.75,0.97,3.2,down,0.04,0.0938,,43.8,0,1,0,0,0,none
INTC,105.4499969482422,115.87,113.51,0.9,113.51,115.87,consolidate,🔎 觀望,0,0.9,0,-7.1,🎯 甜點價,113.51,118.09,91.7,9.16,8.7,down,0.88,0.0718,,45.3,0,1,0,0,0,none
CTSH,43.630001068115234,42.19,48.35,0.88,48.35,45.49,transition_low,🔎 觀望,0,0.88,0,-9.8,⚠️ 已偏離,0.0,0.0,40.68,1.96,4.5,down,2.4,0.0583,,46.0,0,0,0,0,1,none
ADP,246.22000122070312,238.75,224.17,0.85,224.17,261.31,transition_high,🔎 觀望,0,0.85,0,9.8,⚠️ 已偏離,0.0,0.0,235.33,7.26,2.9,up,3.04,0.0695,,57.9,0,0,0,0,1,none
MDLZ,59.86000061035156,59.82,60.46,0.82,60.46,63.04,consolidate,🔎 觀望,0,0.82,0,-1.0,🎯 甜點價,60.46,61.29,57.37,1.66,2.8,down,0.36,0.0824,,49.2,0,1,0,0,1,none
CMCSA,23.809999465942383,23.44,24.27,0.79,24.27,24.68,consolidate,🔎 觀望,0,0.79,0,-1.9,🎯 甜點價,24.27,24.69,22.55,0.84,3.5,down,0.55,0.0525,,51.8,0,1,0,0,1,none
XEL,78.72000122070312,80.28,79.32,0.78,79.32,81.51,consolidate,🔎 觀望,0,0.78,0,-0.8,🎯 甜點價,79.32,80.12,76.32,1.6,2.0,down,0.38,0.0294,,45.7,0,1,0,0,0,none
PYPL,55.84999847412109,47.57,45.71,0.78,45.71,57.67,transition_high,🔎 觀望,0,0.78,0,22.2,⚠️ 已偏離,0.0,0.0,52.86,1.99,3.6,up,5.09,0.0721,,76.0,0,0,0,0,1,none
SBUX,104.4499969482422,104.5,102.6,0.76,102.6,109.23,consolidate,🔎 觀望,0,0.76,0,1.8,🎯 甜點價,102.6,104.0,100.25,2.8,2.7,up,0.66,0.0879,,51.6,0,1,0,0,1,none
VRTX,482.0,491.88,456.22,0.76,456.22,496.69,consolidate,🔎 觀望,0,0.76,0,5.7,📍 偏離待回 ↑,463.78,478.89,449.87,15.11,3.1,up,1.71,0.0782,,51.3,0,1,0,0,1,none
LIN,505.0299987792969,522.68,512.01,0.73,512.01,527.46,consolidate,🔎 觀望,0,0.73,0,-1.4,🎯 甜點價,512.01,517.79,487.69,11.56,2.3,down,0.6,0.0825,,40.9,0,1,0,0,0,none
KHC,25.790000915527344,24.74,23.55,0.62,23.55,27.13,consolidate,🔎 觀望,0,0.62,0,9.5,⚠️ 已偏離,0.0,0.0,24.66,0.75,2.9,up,2.99,0.008,,61.8,1,0,0,0,1,none
VRSK,195.25,188.12,179.32,0.58,179.32,205.7,transition_high,🔎 觀望,0,0.58,0,8.9,⚠️ 已偏離,0.0,0.0,185.27,6.65,3.4,up,2.39,0.0393,,58.2,1,0,0,0,1,none
FANG,199.8000030517578,184.67,193.16,0.56,193.16,199.9,consolidate,🔎 觀望,0,0.56,0,3.4,📍 偏離待回 ↑,195.69,200.75,193.73,5.06,2.5,up,1.31,0.0444,,63.7,1,1,0,0,1,none
PCAR,126.25,122.61,117.73,1.45,117.73,128.26,consolidate,🔥 靈魂吸籌(觀察標記) | 📉 季營收衰退(-8.9%),-1,0.4499999999999999,0,7.2,⚠️ 已偏離,0.0,0.0,121.56,3.13,2.5,up,2.72,-0.0894,,59.6,0,1,0,0,1,none
WBD,25.82999992370605,26.71,26.87,1.22,26.87,27.46,consolidate,🔥 靈魂吸籌(觀察標記) | 📉 季營收衰退(-1.0%),-1,0.2199999999999999,0,-3.9,📍 偏離待回 ↓,26.59,26.87,25.17,0.55,2.1,down,1.89,-0.0096,,38.4,0,1,0,0,0,none
ODFL,234.7899932861328,223.77,219.57,0.87,219.57,238.51,consolidate,🔎 觀望 | 📉 季營收衰退(-2.9%),-1,-0.13,0,6.9,⚠️ 已偏離,0.0,0.0,224.71,6.72,2.9,up,2.26,-0.0292,,58.6,0,1,0,0,1,none
QCOM,173.5,184.5,199.92,0.74,199.92,184.5,transition_low,🔎 觀望 | 📉 季營收衰退(-3.5%),-1,-0.26,0,-13.2,⚠️ 已偏離,0.0,0.0,158.36,10.09,5.8,down,2.62,-0.0346,,39.9,0,0,0,0,0,none
CHTR,127.79000091552734,133.81,142.66,0.6,142.66,136.98,transition_low,🔎 觀望 | 📉 季營收衰退(-1.0%),-1,-0.4,0,-10.4,⚠️ 已偏離,0.0,0.0,117.12,7.12,5.6,down,2.09,-0.01,,40.4,1,0,0,0,0,none
FER,63.54999923706055,66.16,67.26,0.92,67.26,66.16,consolidate,🔎 觀望 | 🚨 季營收雪崩(-16.2%),-2,-1.08,0,-5.5,📍 偏離待回 ↓,66.31,67.26,61.26,1.1,1.7,down,1.95,-0.1621,,35.8,0,1,0,0,0,none
