SnapshotSchemaVersion,SnapshotRecordType,SnapshotRunStatus,SnapshotErrorType,SnapshotErrorMessage,UniverseExpectedCount,UniverseDisposition,UniverseExclusionReason,DollarVolumeMedian20,Ticker,Price,MA20,MA60,VolRatio,Support,Resistance,Position,Status,Priority,Score,PriorityPreTheme,PriorityPostTheme,ScorePreTheme,RankScore,RevenueScore,ThemeScore,EligiblePreTheme,EligiblePostTheme,CrossedThresholdDueToTheme,EnteredTop10DueToTheme,ConsecDays,DistMA60Pct,DistTag,EntryLow,EntryHigh,StopLoss,ATR,ATR_Pct,DistDirection,DistATRMult,YoY,PreGapPct,PreGapStatus,PreMarketPrice,PreMarketQuoteTimeET,PreGapReferencePrice,PreGapReferenceDate,PreGapReferenceBasis,PreGapDefinitionVersion,SignalEngineVersion,MeasurementVersion,GitCommitSha,ConfigHash,UniverseVersion,SnapshotAsOfET,DataBarDate,ScanSession,ScanAfterOpen,SnapshotTimingSource,CandidateLeg,SelectedLeg,LegScoreRaw,LegAnchor,LegAnchorPrice,VetoReason,MarketBias,VixLevel,SpyPrice,SpyPrevClose,SpyGapPct,QqqPrice,QqqPrevClose,QqqGapPct,EsFuturesPct,NqFuturesPct,BreadthPct,SmallCapWeak,RSI,VolDry,NearMA60,Oversold,RsiTurnUp,HoldMA,SetupType,DiagnosticSetupTypeV1,TradePlanStatus,TradePlanVersion,PlanMeasurementVersion,PlanSelectedLeg,OrderType,PlanAnchor,PlanAnchorPrice,TriggerPrice,PlanEntryLow,PlanEntryHigh,PlanStopLoss,PlanValidDays,PlanTimeExitDays,PlanStopType,PlanExitRule,PlanEarliestEntryDate,PlanReason
v1.3.3,data,ok,,,99,processed,,17459464711.25,SNDK,1633.3499755859375,1602.13,1616.18,0.65,1616.18,1807.38,consolidate,"📐 盤整甜點位｜量縮低接 | 🚀 季營收爆量+50%(+371.6%) | 💾 記憶體儲存共振 | 🚨 盤前極端跳空 -6.3%(多為財報/事件,謹慎)",16.0,16.65,13.0,16.0,13.65,16.65,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.1,🎯 甜點價,1616.18,1668.89,1475.22,105.42,6.5,up,0.16,3.7159,-6.32,available,1530.15,2026-09-14T09:00:42-04:00,1633.3499755859375,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,1616.18,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,53.6,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,1616.18,1668.89,1616.18,1668.89,1458.05,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,7948841462.23,AMD,516.1300048828125,482.04,503.07,0.6,503.07,526.79,consolidate,"📐 盤整甜點位｜量縮低接 | 🚀 季營收爆量+50%(+50.1%) | 🧠 AI半導體共振 | 🚨 盤前極端跳空 -5.8%(多為財報/事件,謹慎)",16.0,16.6,13.0,16.0,13.6,16.6,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2.6,🎯 甜點價,503.07,512.76,487.06,19.38,3.8,up,0.67,0.5011,-5.76,available,486.4,2026-09-14T09:00:43-04:00,516.1300048828125,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,503.07,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,58.0,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,503.07,512.76,503.07,512.76,474.0,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,24887521185.9,MU,975.260009765625,962.81,959.92,0.48,959.92,1042.4,consolidate,"📐 盤整甜點位｜量縮低接 | 🚀 季營收爆量+50%(+345.7%) | 💾 記憶體儲存共振 | 🚨 盤前極端跳空 -6.4%(多為財報/事件,謹慎)",16.0,16.48,13.0,16.0,13.48,16.48,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.6,🎯 甜點價,959.92,982.69,906.95,45.54,4.7,up,0.34,3.4572,-6.44,available,912.41,2026-09-14T09:00:44-04:00,975.260009765625,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,959.92,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,53.0,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,959.92,982.69,959.92,982.69,891.61,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,741196789.7,MELI,1897.3699951171875,1921.94,1836.81,0.65,1836.81,1999.99,consolidate,📐 盤整甜點位｜量縮低接 | ✨ 季營收強勢+30%(+49.8%) | 🌐 網路消費共振,15.0,15.65,12.0,15.0,12.65,15.65,2.0,3.0,1.0,1.0,0.0,0.0,0.0,3.3,🎯 甜點價,1836.81,1869.99,1797.83,66.36,3.5,up,0.91,0.4976,-0.29,available,1891.919,2026-09-14T08:57:24-04:00,1897.3699951171875,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,1836.81,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,48.8,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,1836.81,1869.99,1836.81,1869.99,1737.27,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,1890023727.33,PANW,330.6499938964844,353.25,342.2,0.63,342.2,353.25,consolidate,📐 盤整甜點位｜量縮低接 | ✨ 季營收強勢+30%(+34.4%) | 🔒 資安共振 | ⚡ 盤前跳空⬆️ +5.0%,15.0,15.63,12.0,15.0,12.63,15.63,2.0,3.0,1.0,1.0,0.0,0.0,0.0,-3.4,🎯 甜點價,342.2,351.23,303.55,18.07,5.5,down,0.64,0.3445,4.97,available,347.08,2026-09-14T09:00:40-04:00,330.6499938964844,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,342.2,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,43.0,1.0,1.0,0.0,0.0,0.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_stop_reclaim,ma60,342.2,342.2,342.2,351.23,315.1,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,price_below_ma60_wait_for_reclaim
v1.3.3,data,ok,,,99,processed,,4777908743.13,MRVL,236.1000061035156,227.75,228.35,0.51,228.35,241.88,consolidate,"📐 盤整甜點位｜量縮低接 | ✨ 季營收強勢+30%(+36.5%) | 🧠 AI半導體共振 | 🚨 盤前極端跳空 -8.0%(多為財報/事件,謹慎)",15.0,15.51,12.0,15.0,12.51,15.51,2.0,3.0,1.0,1.0,0.0,0.0,0.0,3.4,🎯 甜點價,228.35,235.85,213.61,14.99,6.4,up,0.52,0.3655,-7.99,available,217.24,2026-09-14T09:00:46-04:00,236.1000061035156,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,228.35,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,55.5,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,228.35,235.85,228.35,235.85,205.86,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,861848799.92,DASH,201.9499969482422,219.92,200.33,0.48,200.33,222.05,consolidate,📐 盤整甜點位｜量縮低接 | ✨ 季營收強勢+30%(+35.6%) | 🌐 網路消費共振,15.0,15.48,12.0,15.0,12.48,15.48,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.8,🎯 甜點價,200.33,204.33,189.96,8.0,4.0,up,0.2,0.3563,-0.02,available,201.9169,2026-09-14T08:53:33-04:00,201.9499969482422,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,200.33,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,40.8,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,200.33,204.33,200.33,204.33,188.34,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,559972720.65,ROST,230.7400054931641,232.58,233.12,0.58,233.12,233.0,consolidate,📐 盤整甜點位｜量縮低接 | 📈 季營收成長+10%(+13.3%) | 🛒 消費共振,14.0,14.58,11.0,14.0,11.58,14.58,1.0,3.0,1.0,1.0,0.0,1.0,0.0,-1.0,🎯 甜點價,233.12,236.14,221.68,6.04,2.6,down,0.39,0.1331,-0.1,available,230.5,2026-09-14T08:48:56-04:00,230.7400054931641,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,233.12,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,45.8,1.0,1.0,0.0,0.0,0.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_stop_reclaim,ma60,233.12,233.12,233.12,236.14,224.06,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,price_below_ma60_wait_for_reclaim
v1.3.3,data,ok,,,99,processed,,1690114674.85,CRWD,206.7400054931641,207.51,198.22,0.56,198.22,218.31,consolidate,"📐 盤整甜點位｜量縮低接 | 📈 季營收成長+10%(+25.8%) | 🔒 資安共振 | 🚨 盤前極端跳空 +5.6%(多為財報/事件,謹慎)",14.0,14.56,11.0,14.0,11.56,14.56,1.0,3.0,1.0,1.0,0.0,1.0,0.0,4.3,🎯 甜點價,198.22,204.27,188.6,12.1,5.9,up,0.7,0.2583,5.64,available,218.4094,2026-09-14T09:00:46-04:00,206.7400054931641,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,198.22,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,50.0,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,198.22,204.27,198.22,204.27,180.08,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,pullback_limit_inside_ma60_zone
v1.3.3,data,ok,,,99,processed,,417487368.4,ZS,164.5399932861328,176.22,157.58,0.56,157.58,177.14,consolidate,📐 盤整甜點位｜量縮低接 | 📈 季營收成長+10%(+24.9%) | 🔒 資安共振 | ⚡ 盤前跳空⬆️ +4.2%,14.0,14.56,11.0,14.0,11.56,14.56,1.0,3.0,1.0,1.0,0.0,1.0,0.0,4.4,🎯 甜點價,157.58,162.02,151.21,8.88,5.4,up,0.78,0.2488,4.23,available,171.5,2026-09-14T09:00:41-04:00,164.5399932861328,2026-09-11,signal_bar_close_auto_adjusted,v1.3.2-signal-bar-close,v1.2.1,legacy-v0,b680f6eb3222688c864ac595171a6be14895466f,8142e595d788ac06,ndx-99-78834e47b659,2026-09-14T09:01:32.905294-04:00,2026-09-11,premarket,0,xnys,consolidation_dip,consolidation_dip,10.0,ma60,157.58,,bear,17.68000030517578,758.77,764.2899780273438,-0.72,702.3123,714.8800048828125,-1.76,-0.7,-1.71,0.2323,1.0,45.8,1.0,1.0,0.0,0.0,1.0,consolidation_dip,consolidation_dip,shadow_ready,v1.3.1-shadow,v1.3.1-shadow,consolidation_dip,buy_limit_zone,ma60,157.58,162.02,157.58,162.02,144.25,5.0,40.0,intraday,initial_stop_or_d40_close,2026-09-14,pullback_limit_inside_ma60_zone
